python,kind,identity,tier,occurrences,contexts,resolution_status,available,object_type,signature,signature_quality,plan_taxonomy,official_source_evidence
3.10.19,module_api,ttnn.to_layout,public,20,"{""call"":20}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.10.19,module_api,ttnn.to_memory_config,public,78,"{""call"":78}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.10.19,module_api,ttnn.to_torch,public,13,"{""call"":13}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.10.19,module_api,ttnn.topk,public,5,"{""call"":5}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.10.19,module_api,ttnn.transformer.chunked_scaled_dot_product_attention,public,2,"{""call"":2}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.10.19,module_api,ttnn.transformer.paged_scaled_dot_product_attention_decode,public,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.10.19,module_api,ttnn.transformer.scaled_dot_product_attention,public,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.10.19,module_api,ttnn.transformer.scaled_dot_product_attention_decode,public,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.10.19,module_api,ttnn.transpose,public,2,"{""call"":2}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.10.19,module_api,ttnn.typecast,public,62,"{""call"":62}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.10.19,module_api,ttnn.uint16,public,1,"{""value"":1}",module_symbol_available,true,DataType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.10.19,module_api,ttnn.uint32,public,23,"{""value"":23}",module_symbol_available,true,DataType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.10.19,module_api,ttnn.uint8,public,1,"{""value"":1}",module_symbol_available,true,DataType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.10.19,module_api,ttnn.unsqueeze_to_4D,public,82,"{""call"":82}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.10.19,module_api,ttnn.untilize,public,20,"{""call"":20}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.10.19,module_api,ttnn.where,public,6,"{""call"":6}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.10.19,typed_instance_member,'ttnn.Tensor | LazyWeight'.shape,instance,2,,complex_annotation_not_class_resolvable,,,,not_inspectable,not a module symbol: dynamic/union instance evidence only,
3.10.19,typed_instance_member,Optional[ttnn.MeshDevice].get_device_ids,instance,1,,complex_annotation_not_class_resolvable,,,,not_inspectable,not a module symbol: dynamic/union instance evidence only,
3.10.19,typed_instance_member,"dict[str, ttnn.Tensor].get",instance,2,,complex_annotation_not_class_resolvable,,,,not_inspectable,not a module symbol: dynamic/union instance evidence only,
3.10.19,typed_instance_member,ttnn.CoreCoord.x,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.CoreCoord.y,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.CoreGrid.num_cores,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.CoreGrid.x,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.CoreGrid.y,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.DeviceComputeKernelConfig.dst_full_sync_en,instance,1,,class_descriptor_missing_instance_or_dynamic_member,false,,,not_inspectable,semantic or signature difference from source environment: abstract annotation versus concrete runtime binding,v0.77.0 core.cpp lines 47-117 and compute_kernel_config.hpp lines 14-34
3.10.19,typed_instance_member,ttnn.DeviceComputeKernelConfig.fp32_dest_acc_en,instance,2,,class_descriptor_missing_instance_or_dynamic_member,false,,,not_inspectable,semantic or signature difference from source environment: abstract annotation versus concrete runtime binding,v0.77.0 core.cpp lines 47-117 and compute_kernel_config.hpp lines 14-34
3.10.19,typed_instance_member,ttnn.MemoryConfig.__hash__,instance,1,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.MemoryConfig.buffer_type,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.MemoryConfig.interleaved,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.MemoryConfig.is_sharded,instance,1,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.MemoryConfig.memory_layout,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.MemoryConfig.shard_spec,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.MeshDevice.arch,instance,2,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.MeshDevice.compute_with_storage_grid_size,instance,1,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.MeshDevice.dram_grid_size,instance,19,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.MeshDevice.get_num_devices,instance,43,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.MeshDevice.id,instance,1,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.MeshDevice.shape,instance,2,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.Tensor.deallocate,instance,8,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.Tensor.device,instance,1,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.Tensor.dtype,instance,10,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.Tensor.is_sharded,instance,2,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.Tensor.memory_config,instance,30,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.Tensor.shape,instance,52,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.Tensor | LazyWeight.memory_config,instance,1,,complex_annotation_not_class_resolvable,,,,not_inspectable,not a module symbol: dynamic/union instance evidence only,
3.10.19,typed_instance_member,ttnn.Tensor | LazyWeight.shape,instance,7,,complex_annotation_not_class_resolvable,,,,not_inspectable,not a module symbol: dynamic/union instance evidence only,
3.10.19,typed_instance_member,ttnn.WormholeComputeKernelConfig.dst_full_sync_en,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.WormholeComputeKernelConfig.fp32_dest_acc_en,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.WormholeComputeKernelConfig.math_approx_mode,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.WormholeComputeKernelConfig.math_fidelity,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.WormholeComputeKernelConfig.packer_l1_acc,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.10.19,typed_instance_member,ttnn.WormholeComputeKernelConfig.throttle_level,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,module_api,ttnn,public,97,"{""import"":80,""value"":17}",module_symbol_available,true,module,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.BufferType.DRAM,public,21,"{""value"":21}",module_symbol_available,true,BufferType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.BufferType.L1,public,2,"{""value"":2}",module_symbol_available,true,BufferType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.ConcatMesh2dToTensor,public,1,"{""call"":1}",module_symbol_available,true,function,"(mesh_device: ttnn._ttnn.multi_device.MeshDevice, mesh_shape: Tuple[int, int], dims: Tuple[int, int])",informative,none: symbol and informative signature present,
3.12.13,module_api,ttnn.ConcatMeshToTensor,public,1,"{""call"":1}",module_symbol_available,true,function,"(mesh_device: ttnn._ttnn.multi_device.MeshDevice, dim: int)",informative,none: symbol and informative signature present,
3.12.13,module_api,ttnn.CoreCoord,public,66,"{""annotation"":6,""call"":60}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.CoreGrid,public,27,"{""annotation"":10,""call"":17}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.CoreRange,public,27,"{""annotation"":1,""call"":26}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.CoreRangeSet,public,31,"{""annotation"":5,""call"":26}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.CppTensorToMesh,public,1,"{""annotation"":1}",module_symbol_available,true,nb_type,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.DRAM_MEMORY_CONFIG,public,237,"{""value"":237}",module_symbol_available,true,MemoryConfig,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.DataType,public,155,"{""annotation"":155}",module_symbol_available,true,EnumType,(*values),informative,none: symbol and informative signature present,
3.12.13,module_api,ttnn.DeviceComputeKernelConfig,public,43,"{""annotation"":43}",module_symbol_available,true,nb_type,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.L1_HEIGHT_SHARDED_MEMORY_CONFIG,public,2,"{""value"":2}",module_symbol_available,true,MemoryConfig,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.L1_MEMORY_CONFIG,public,12,"{""value"":12}",module_symbol_available,true,MemoryConfig,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.L1_WIDTH_SHARDED_MEMORY_CONFIG,public,9,"{""value"":9}",module_symbol_available,true,MemoryConfig,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.LayerNormShardedMultiCoreProgramConfig,public,7,"{""annotation"":3,""call"":3,""value"":1}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.Layout,public,3,"{""annotation"":3}",module_symbol_available,true,EnumType,(*values),informative,none: symbol and informative signature present,
3.12.13,module_api,ttnn.MathFidelity.HiFi2,public,28,"{""value"":28}",module_symbol_available,true,MathFidelity,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.MathFidelity.HiFi4,public,19,"{""value"":19}",module_symbol_available,true,MathFidelity,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.MathFidelity.LoFi,public,12,"{""value"":12}",module_symbol_available,true,MathFidelity,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.MatmulMultiCoreReuseMultiCast1DProgramConfig,public,2,"{""call"":2}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.MatmulMultiCoreReuseMultiCastDRAMShardedProgramConfig,public,9,"{""annotation"":5,""call"":3,""value"":1}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.MatmulMultiCoreReuseMultiCastProgramConfig,public,13,"{""annotation"":10,""call"":3}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.MemoryConfig,public,168,"{""annotation"":147,""call"":21}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.MeshDevice,public,92,"{""annotation"":92}",module_symbol_available,true,nb_type,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.MeshMapperConfig,public,36,"{""annotation"":3,""call"":33}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.MeshShape,public,37,"{""call"":37}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.MinimalMatmulConfig,public,3,"{""call"":3}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.PlacementReplicate,public,10,"{""call"":10}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.PlacementShard,public,31,"{""call"":31}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.ROW_MAJOR_LAYOUT,public,63,"{""value"":63}",module_symbol_available,true,Layout,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.ReplicateTensorToMesh,public,22,"{""call"":22}",module_symbol_available,true,function,(mesh_device: ttnn._ttnn.multi_device.MeshDevice),informative,none: symbol and informative signature present,
3.12.13,module_api,ttnn.SDPAProgramConfig,public,12,"{""annotation"":4,""call"":8}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.Shape,public,1,"{""call"":1}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.ShardOrientation.ROW_MAJOR,public,63,"{""value"":63}",module_symbol_available,true,ShardOrientation,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.ShardSpec,public,21,"{""call"":21}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.ShardStrategy.HEIGHT,public,8,"{""value"":8}",module_symbol_available,true,ShardStrategy,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.ShardStrategy.WIDTH,public,36,"{""value"":36}",module_symbol_available,true,ShardStrategy,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.ShardTensor2dMesh,public,25,"{""call"":25}",module_symbol_available,true,function,"(mesh_device: ttnn._ttnn.multi_device.MeshDevice, mesh_shape: Tuple[int, int], dims: Tuple[Optional[int], Optional[int]])",informative,none: symbol and informative signature present,
3.12.13,module_api,ttnn.StorageType.HOST,public,4,"{""value"":4}",module_symbol_available,true,StorageType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.TILE_LAYOUT,public,143,"{""value"":143}",module_symbol_available,true,Layout,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.TILE_SIZE,public,54,"{""value"":54}",module_symbol_available,true,int,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.Tensor,public,902,"{""annotation"":875,""value"":27}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.TensorMemoryLayout.WIDTH_SHARDED,public,24,"{""value"":24}",module_symbol_available,true,TensorMemoryLayout,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.Topology,public,8,"{""annotation"":8}",module_symbol_available,true,EnumType,(*values),informative,none: symbol and informative signature present,
3.12.13,module_api,ttnn.Topology.Linear,public,14,"{""value"":14}",module_symbol_available,true,Topology,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.Topology.Ring,public,11,"{""value"":11}",module_symbol_available,true,Topology,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.UnaryOpType,public,2,"{""annotation"":2}",module_symbol_available,true,EnumType,(*values),informative,none: symbol and informative signature present,
3.12.13,module_api,ttnn.UnaryOpType.SILU,public,3,"{""value"":3}",module_symbol_available,true,UnaryOpType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.WormholeComputeKernelConfig,public,83,"{""annotation"":53,""call"":28,""value"":2}",module_symbol_available,true,nb_type,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn._ttnn.tensor.dump_tensor_flatbuffer,private,1,"{""call"":1}",module_symbol_available,true,nb_func,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.abs,public,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.add,public,65,"{""call"":65}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.all_gather,public,3,"{""call"":3}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.argmax,public,2,"{""call"":2}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.as_tensor,public,8,"{""call"":8}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.begin_trace_capture,public,2,"{""call"":2}",module_symbol_available,true,nb_func,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.bfloat16,public,229,"{""value"":229}",module_symbol_available,true,DataType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.bfloat4_b,public,11,"{""value"":11}",module_symbol_available,true,DataType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.bfloat8_b,public,147,"{""value"":147}",module_symbol_available,true,DataType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.close_mesh_device,public,1,"{""call"":1}",module_symbol_available,true,function,(mesh_device),informative,none: symbol and informative signature present,
3.12.13,module_api,ttnn.cluster.ClusterType.BLACKHOLE_GALAXY,public,2,"{""value"":2}",module_symbol_available,true,ClusterType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.cluster.ClusterType.GALAXY,public,2,"{""value"":2}",module_symbol_available,true,ClusterType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.cluster.ClusterType.P150_X2,public,1,"{""value"":1}",module_symbol_available,true,ClusterType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.cluster.ClusterType.P150_X4,public,4,"{""value"":4}",module_symbol_available,true,ClusterType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.cluster.ClusterType.P150_X8,public,1,"{""value"":1}",module_symbol_available,true,ClusterType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.cluster.ClusterType.P300_X2,public,3,"{""value"":3}",module_symbol_available,true,ClusterType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.cluster.ClusterType.T3K,public,8,"{""value"":8}",module_symbol_available,true,ClusterType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.cluster.ClusterType.TG,public,2,"{""value"":2}",module_symbol_available,true,ClusterType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.cluster.get_cluster_type,public,8,"{""call"":8}",module_symbol_available,true,nb_func,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.concat,public,9,"{""call"":9}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.copy,public,3,"{""call"":3}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.copy_host_to_device_tensor,public,11,"{""call"":11}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.create_global_semaphore,public,3,"{""call"":3}",module_symbol_available,true,nb_func,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.create_mesh_mapper,public,1,"{""call"":1}",module_symbol_available,true,nb_func,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.create_sharded_memory_config,public,44,"{""call"":44}",module_symbol_available,true,function,"(shape: Union[ttnn._ttnn.types.Shape, Tuple[int, ...], List[int]], core_grid: Union[ttnn._ttnn.types.CoreGrid, ttnn._ttnn.tensor.CoreRangeSet], strategy: ttnn.types.ShardStrategy, orientation: Optional[ttnn._ttnn.tensor.ShardOrientation] = None, use_height_and_width_as_shard_shape: bool = False) -> ttnn._ttnn.tensor.MemoryConfig",informative,none: symbol and informative signature present,
3.12.13,module_api,ttnn.deallocate,public,208,"{""call"":208}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.device.Arch.BLACKHOLE,public,13,"{""value"":13}",module_symbol_available,true,Arch,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.device.Arch.WORMHOLE_B0,public,18,"{""value"":18}",module_symbol_available,true,Arch,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.device.is_blackhole,public,3,"{""call"":3}",module_symbol_available,true,function,(device=None),informative,none: symbol and informative signature present,
3.12.13,module_api,ttnn.device.is_wormhole_b0,public,2,"{""call"":2}",module_symbol_available,true,function,(device=None),informative,none: symbol and informative signature present,
3.12.13,module_api,ttnn.div,public,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.embedding,public,52,"{""call"":52}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.end_trace_capture,public,2,"{""call"":2}",module_symbol_available,true,nb_func,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.eq,public,2,"{""call"":2}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.eq_,public,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.execute_trace,public,2,"{""call"":2}",module_symbol_available,true,nb_func,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.exp,public,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.experimental.all_gather_async,experimental,32,"{""call"":32}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.experimental.all_gather_matmul_async,experimental,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.experimental.minimal_matmul,experimental,3,"{""call"":3}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.experimental.nlp_concat_heads,experimental,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.experimental.nlp_concat_heads_decode,experimental,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.experimental.nlp_create_qkv_heads,experimental,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
