source_module,target_module,classification,imported_symbol_count,site_count,symbols
models.common.models.executor,models.common.llm_runtime.paged_kv_cache,internal_models_namespace,1,1,PagedKVCacheManager
models.common.models.executor,models.common.llm_runtime.prefill.config,internal_models_namespace,1,1,PrefillRuntimeConfig
models.common.models.executor,models.common.llm_runtime.prefill.runtime,internal_models_namespace,1,1,PrefillRuntime
models.common.models.executor,models.common.llm_runtime.program_compiler,internal_models_namespace,1,1,ProgramCompiler
models.common.models.executor,models.common.llm_runtime.tensor_resources,internal_models_namespace,1,1,attach_cleanup_failures
models.common.models.executor,models.common.llm_runtime.trace_compiler,internal_models_namespace,1,1,TraceCompiler
models.common.models.executor,models.common.llm_runtime.warmup,internal_models_namespace,2,1,WarmupCoordinator|WarmupCoordinatorConfig
models.common.models.executor,models.common.modules.sampling.sampling_1d,internal_models_namespace,1,1,Sampling1D
models.common.models.executor,torch,third_party_base,1,1,
models.common.models.executor,typing,stdlib,3,1,Any|Callable|Sequence
models.common.models.llama32_1b,models.common.models.llama32_1b.executor,internal_models_namespace,2,1,Llama32_1BExecutor|Llama32_1BExecutorConfig
models.common.models.llama32_1b,models.common.models.llama32_1b.hf_adaptor,internal_models_namespace,2,1,Llama32_1BForCausalLM|Llama32_1BRuntimeConfig
models.common.models.llama32_1b,models.common.models.llama32_1b.model,internal_models_namespace,5,1,LLAMA32_1B_ACCURACY|LLAMA32_1B_PERFORMANCE|Llama32_1BPrecisionConfig|Llama32_1BTransformer1D|Llama32_1BTransformer1DConfig
models.common.models.llama32_1b.executor,models.common.models.llama32_1b.hf_adaptor,internal_models_namespace,1,1,Llama32_1BForCausalLM
models.common.models.llama32_1b.executor,models.common.models.llama3_executor,internal_models_namespace,2,1,Llama32_1BExecutor|Llama32_1BExecutorConfig
models.common.models.llama32_1b.generator,__future__,stdlib,1,1,annotations
models.common.models.llama32_1b.generator,collections.abc,stdlib,1,1,Sequence
models.common.models.llama32_1b.generator,dataclasses,stdlib,1,1,dataclass
models.common.models.llama32_1b.generator,models.common.llm_runtime.config,internal_models_namespace,4,1,PagedKVCacheConfig|TraceConfig|TraceMode|WarmupConfig
models.common.models.llama32_1b.generator,models.common.llm_runtime.lane_group,internal_models_namespace,1,1,LaneGroupExecutor
models.common.models.llama32_1b.generator,models.common.llm_runtime.vllm_adapter,internal_models_namespace,3,1,NormalizedPrefillKwargs|VLLMAdapter|VLLMAdapterConfig
models.common.models.llama32_1b.generator,models.common.models.llama32_1b.executor,internal_models_namespace,2,1,Llama32_1BExecutorConfig|build_llama32_1b_executor
models.common.models.llama32_1b.generator,models.common.models.llama32_1b.hf_adaptor,internal_models_namespace,1,1,from_pretrained
models.common.models.llama32_1b.generator,models.common.models.llama32_1b.model,internal_models_namespace,1,1,Llama32_1BPagedAttentionConfig
models.common.models.llama32_1b.generator,models.tt_transformers.tt.generator,external_models_tttv1,1,1,create_submeshes
models.common.models.llama32_1b.generator,torch,third_party_base,1,1,
models.common.models.llama32_1b.generator,ttnn,third_party_base,1,1,
models.common.models.llama32_1b.generator,typing,stdlib,1,1,Any
models.common.models.llama32_1b.hf_adaptor,__future__,stdlib,1,1,annotations
models.common.models.llama32_1b.hf_adaptor,dataclasses,stdlib,2,1,dataclass|field
models.common.models.llama32_1b.hf_adaptor,models.common.models.llama32_1b,internal_models_namespace,1,1,weight_utils
models.common.models.llama32_1b.hf_adaptor,models.common.models.llama32_1b.model,internal_models_namespace,9,1,LLAMA32_1B_ACCURACY|LLAMA32_1B_PERFORMANCE|Llama32_1BLayerWeights|Llama32_1BModelParameters|Llama32_1BPagedAttentionConfig|Llama32_1BPrecisionConfig|Llama32_1BTransformer1D|Llama32_1BWeights|build_llama32_1b_transformer_1d_config
models.common.models.llama32_1b.hf_adaptor,os,stdlib,1,1,
models.common.models.llama32_1b.hf_adaptor,pathlib,stdlib,1,1,Path
models.common.models.llama32_1b.hf_adaptor,torch,third_party_base,1,1,
models.common.models.llama32_1b.hf_adaptor,transformers,third_party_optional,3,1,AutoConfig|AutoModelForCausalLM|AutoTokenizer
models.common.models.llama32_1b.hf_adaptor,ttnn,third_party_base,1,1,
models.common.models.llama32_1b.hf_adaptor,typing,stdlib,1,1,Any
models.common.models.llama32_1b.model,__future__,stdlib,1,1,annotations
models.common.models.llama32_1b.model,dataclasses,stdlib,3,1,dataclass|field|replace
models.common.models.llama32_1b.model,loguru,third_party_base,1,1,logger
models.common.models.llama32_1b.model,math,stdlib,1,1,
models.common.models.llama32_1b.model,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.models.llama32_1b.model,models.common.modules.attention.attention_1d,internal_models_namespace,4,1,Attention1D|Attention1DConfig|_dram_matmul_config|_dram_shard_core_grid
models.common.models.llama32_1b.model,models.common.modules.embedding.embedding_1d,internal_models_namespace,2,1,Embedding1D|Embedding1DConfig
models.common.models.llama32_1b.model,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.llama32_1b.model,models.common.modules.lm_head.lm_head_1d,internal_models_namespace,3,1,LMHead1D|LMHead1DConfig|_nearest_32
models.common.models.llama32_1b.model,models.common.modules.mlp.mlp_1d,internal_models_namespace,3,1,MLP1D|MLP1DConfig|_dram_shard_core_grid_k_n
models.common.models.llama32_1b.model,models.common.modules.rmsnorm.rmsnorm_1d,internal_models_namespace,3,1,RMSNorm1D|RMSNorm1DConfig|_create_sharded_norm_program_config
models.common.models.llama32_1b.model,models.common.modules.rope.rope_1d,internal_models_namespace,2,1,Rope1DConfig|RotarySetup1D
models.common.models.llama32_1b.model,models.common.modules.sampling.sampling_1d,internal_models_namespace,2,1,Sampling1D|Sampling1DConfig
models.common.models.llama32_1b.model,models.common.modules.tt_ccl,internal_models_namespace,2,1,default_topology|get_tt_ccl
models.common.models.llama32_1b.model,models.common.tensor_utils,external_models_tt_metal,2,1,TILE_SIZE|get_padded_hidden_dim
models.common.models.llama32_1b.model,os,stdlib,1,1,
models.common.models.llama32_1b.model,pathlib,stdlib,1,1,Path
models.common.models.llama32_1b.model,torch,third_party_base,1,1,
models.common.models.llama32_1b.model,tqdm,third_party_optional,1,1,tqdm
models.common.models.llama32_1b.model,ttnn,third_party_base,1,1,
models.common.models.llama32_1b.model,typing,stdlib,1,1,Any
models.common.models.llama32_1b.weight_utils,__future__,stdlib,1,1,annotations
models.common.models.llama32_1b.weight_utils,torch,third_party_base,1,1,
models.common.models.llama32_1b.weight_utils,typing,stdlib,1,1,Any
models.common.models.llama32_3b,models.common.models.llama32_3b.executor,internal_models_namespace,2,1,Llama32_3BExecutor|Llama32_3BExecutorConfig
models.common.models.llama32_3b,models.common.models.llama32_3b.hf_adaptor,internal_models_namespace,2,1,Llama32_3BForCausalLM|Llama32_3BRuntimeConfig
models.common.models.llama32_3b,models.common.models.llama32_3b.model,internal_models_namespace,5,1,LLAMA32_3B_ACCURACY|LLAMA32_3B_PERFORMANCE|Llama32_3BPrecisionConfig|Llama32_3BTransformer1D|Llama32_3BTransformer1DConfig
models.common.models.llama32_3b.executor,models.common.models.llama32_3b.hf_adaptor,internal_models_namespace,1,1,Llama32_3BForCausalLM
models.common.models.llama32_3b.executor,models.common.models.llama3_executor,internal_models_namespace,2,1,Llama32_3BExecutor|Llama32_3BExecutorConfig
models.common.models.llama32_3b.generator,__future__,stdlib,1,1,annotations
models.common.models.llama32_3b.generator,collections.abc,stdlib,1,1,Sequence
models.common.models.llama32_3b.generator,dataclasses,stdlib,1,1,dataclass
models.common.models.llama32_3b.generator,models.common.llm_runtime.config,internal_models_namespace,4,1,PagedKVCacheConfig|TraceConfig|TraceMode|WarmupConfig
models.common.models.llama32_3b.generator,models.common.llm_runtime.lane_group,internal_models_namespace,1,1,LaneGroupExecutor
models.common.models.llama32_3b.generator,models.common.llm_runtime.vllm_adapter,internal_models_namespace,3,1,NormalizedPrefillKwargs|VLLMAdapter|VLLMAdapterConfig
models.common.models.llama32_3b.generator,models.common.models.llama32_3b.executor,internal_models_namespace,2,1,Llama32_3BExecutorConfig|build_llama32_3b_executor
models.common.models.llama32_3b.generator,models.common.models.llama32_3b.hf_adaptor,internal_models_namespace,1,1,from_pretrained
models.common.models.llama32_3b.generator,models.common.models.llama32_3b.model,internal_models_namespace,1,1,Llama32_3BPagedAttentionConfig
models.common.models.llama32_3b.generator,models.tt_transformers.tt.generator,external_models_tttv1,1,1,create_submeshes
models.common.models.llama32_3b.generator,torch,third_party_base,1,1,
models.common.models.llama32_3b.generator,ttnn,third_party_base,1,1,
models.common.models.llama32_3b.generator,typing,stdlib,1,1,Any
models.common.models.llama32_3b.hf_adaptor,__future__,stdlib,1,1,annotations
models.common.models.llama32_3b.hf_adaptor,dataclasses,stdlib,2,1,dataclass|field
models.common.models.llama32_3b.hf_adaptor,models.common.models.llama32_3b,internal_models_namespace,1,1,weight_utils
models.common.models.llama32_3b.hf_adaptor,models.common.models.llama32_3b.model,internal_models_namespace,9,1,LLAMA32_3B_ACCURACY|LLAMA32_3B_PERFORMANCE|Llama32_3BLayerWeights|Llama32_3BModelParameters|Llama32_3BPagedAttentionConfig|Llama32_3BPrecisionConfig|Llama32_3BTransformer1D|Llama32_3BWeights|build_llama32_3b_transformer_1d_config
models.common.models.llama32_3b.hf_adaptor,os,stdlib,1,1,
models.common.models.llama32_3b.hf_adaptor,pathlib,stdlib,1,1,Path
models.common.models.llama32_3b.hf_adaptor,torch,third_party_base,1,1,
models.common.models.llama32_3b.hf_adaptor,transformers,third_party_optional,3,1,AutoConfig|AutoModelForCausalLM|AutoTokenizer
models.common.models.llama32_3b.hf_adaptor,ttnn,third_party_base,1,1,
models.common.models.llama32_3b.hf_adaptor,typing,stdlib,1,1,Any
models.common.models.llama32_3b.model,__future__,stdlib,1,1,annotations
models.common.models.llama32_3b.model,dataclasses,stdlib,3,1,dataclass|field|replace
models.common.models.llama32_3b.model,loguru,third_party_base,1,1,logger
models.common.models.llama32_3b.model,math,stdlib,1,1,
models.common.models.llama32_3b.model,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.models.llama32_3b.model,models.common.modules.attention.attention_1d,internal_models_namespace,4,1,Attention1D|Attention1DConfig|_dram_matmul_config|_dram_shard_core_grid
models.common.models.llama32_3b.model,models.common.modules.embedding.embedding_1d,internal_models_namespace,2,1,Embedding1D|Embedding1DConfig
models.common.models.llama32_3b.model,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.llama32_3b.model,models.common.modules.lm_head.lm_head_1d,internal_models_namespace,3,1,LMHead1D|LMHead1DConfig|_nearest_32
models.common.models.llama32_3b.model,models.common.modules.mlp.mlp_1d,internal_models_namespace,3,1,MLP1D|MLP1DConfig|_dram_shard_core_grid_k_n
models.common.models.llama32_3b.model,models.common.modules.rmsnorm.rmsnorm_1d,internal_models_namespace,3,1,RMSNorm1D|RMSNorm1DConfig|_create_sharded_norm_program_config
models.common.models.llama32_3b.model,models.common.modules.rope.rope_1d,internal_models_namespace,2,1,Rope1DConfig|RotarySetup1D
models.common.models.llama32_3b.model,models.common.modules.sampling.sampling_1d,internal_models_namespace,2,1,Sampling1D|Sampling1DConfig
models.common.models.llama32_3b.model,models.common.modules.tt_ccl,internal_models_namespace,2,1,default_topology|get_tt_ccl
models.common.models.llama32_3b.model,models.common.tensor_utils,external_models_tt_metal,2,1,TILE_SIZE|get_padded_hidden_dim
models.common.models.llama32_3b.model,os,stdlib,1,1,
models.common.models.llama32_3b.model,pathlib,stdlib,1,1,Path
models.common.models.llama32_3b.model,torch,third_party_base,1,1,
models.common.models.llama32_3b.model,tqdm,third_party_optional,1,1,tqdm
models.common.models.llama32_3b.model,ttnn,third_party_base,1,1,
models.common.models.llama32_3b.model,typing,stdlib,1,1,Any
models.common.models.llama32_3b.weight_utils,__future__,stdlib,1,1,annotations
models.common.models.llama32_3b.weight_utils,math,stdlib,1,1,
models.common.models.llama32_3b.weight_utils,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.llama32_3b.weight_utils,pathlib,stdlib,1,1,Path
models.common.models.llama32_3b.weight_utils,torch,third_party_base,1,1,
models.common.models.llama32_3b.weight_utils,ttnn,third_party_base,1,1,
models.common.models.llama32_3b.weight_utils,typing,stdlib,1,1,Any
models.common.models.llama33_70b,models.common.models.llama33_70b.executor,internal_models_namespace,3,1,Llama33_70BExecutor|Llama33_70BExecutorConfig|build_llama33_70b_executor
models.common.models.llama33_70b,models.common.models.llama33_70b.generator,internal_models_namespace,3,1,Llama33_70BGenerator|Llama33_70BGeneratorConfig|build_llama33_70b_generator
models.common.models.llama33_70b,models.common.models.llama33_70b.hf_adaptor,internal_models_namespace,5,1,DEFAULT_HF_MODEL|Llama33_70BForCausalLM|Llama33_70BGenerationConfig|Llama33_70BRuntimeConfig|from_pretrained
models.common.models.llama33_70b,models.common.models.llama33_70b.model,internal_models_namespace,10,1,LLAMA33_70B_ACCURACY|LLAMA33_70B_PERFORMANCE|Llama33_70BLayerWeights|Llama33_70BModelParameters|Llama33_70BPagedAttentionConfig|Llama33_70BPrecisionConfig|Llama33_70BTransformer1D|Llama33_70BTransformer1DConfig|Llama33_70BWeights|build_llama33_70b_transformer_1d_config
models.common.models.llama33_70b.executor,models.common.models.llama33_70b.hf_adaptor,internal_models_namespace,1,1,Llama33_70BForCausalLM
models.common.models.llama33_70b.executor,models.common.models.llama3_executor,internal_models_namespace,2,1,Llama33_70BExecutor|Llama33_70BExecutorConfig
models.common.models.llama33_70b.generator,__future__,stdlib,1,1,annotations
models.common.models.llama33_70b.generator,atexit,stdlib,1,1,
models.common.models.llama33_70b.generator,collections.abc,stdlib,1,1,Sequence
models.common.models.llama33_70b.generator,dataclasses,stdlib,1,1,dataclass
models.common.models.llama33_70b.generator,models.common.llm_runtime.config,internal_models_namespace,4,1,PagedKVCacheConfig|TraceConfig|TraceMode|WarmupConfig
models.common.models.llama33_70b.generator,models.common.llm_runtime.lane_group,internal_models_namespace,1,1,LaneGroupExecutor
models.common.models.llama33_70b.generator,models.common.llm_runtime.vllm_adapter,internal_models_namespace,3,1,NormalizedPrefillKwargs|VLLMAdapter|VLLMAdapterConfig
models.common.models.llama33_70b.generator,models.common.models.llama33_70b.executor,internal_models_namespace,2,1,Llama33_70BExecutorConfig|build_llama33_70b_executor
models.common.models.llama33_70b.generator,models.common.models.llama33_70b.hf_adaptor,internal_models_namespace,1,1,from_pretrained
models.common.models.llama33_70b.generator,models.common.models.llama33_70b.model,internal_models_namespace,1,1,Llama33_70BPagedAttentionConfig
models.common.models.llama33_70b.generator,models.tt_transformers.tt.generator,external_models_tttv1,1,1,create_submeshes
models.common.models.llama33_70b.generator,torch,third_party_base,1,1,
models.common.models.llama33_70b.generator,ttnn,third_party_base,1,1,
models.common.models.llama33_70b.generator,typing,stdlib,1,1,Any
models.common.models.llama33_70b.hf_adaptor,__future__,stdlib,1,1,annotations
models.common.models.llama33_70b.hf_adaptor,dataclasses,stdlib,2,1,dataclass|field
models.common.models.llama33_70b.hf_adaptor,models.common.models.llama33_70b,internal_models_namespace,1,1,weight_utils
models.common.models.llama33_70b.hf_adaptor,models.common.models.llama33_70b.model,internal_models_namespace,11,1,LLAMA33_70B_ACCURACY|LLAMA33_70B_BH_TP4_CLUSTER_TYPES|LLAMA33_70B_PERFORMANCE|Llama33_70BLayerWeights|Llama33_70BModelParameters|Llama33_70BPagedAttentionConfig|Llama33_70BPrecisionConfig|Llama33_70BTransformer1D|Llama33_70BWeights|_llama33_70b_ccl_topology|build_llama33_70b_transformer_1d_config
models.common.models.llama33_70b.hf_adaptor,os,stdlib,1,1,
models.common.models.llama33_70b.hf_adaptor,pathlib,stdlib,1,1,Path
models.common.models.llama33_70b.hf_adaptor,torch,third_party_base,1,1,
models.common.models.llama33_70b.hf_adaptor,transformers,third_party_optional,3,1,AutoConfig|AutoModelForCausalLM|AutoTokenizer
models.common.models.llama33_70b.hf_adaptor,ttnn,third_party_base,1,1,
models.common.models.llama33_70b.hf_adaptor,typing,stdlib,1,1,Any
models.common.models.llama33_70b.model,__future__,stdlib,1,1,annotations
models.common.models.llama33_70b.model,dataclasses,stdlib,3,1,dataclass|field|replace
models.common.models.llama33_70b.model,math,stdlib,1,1,
models.common.models.llama33_70b.model,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.models.llama33_70b.model,models.common.modules.attention.attention_1d,internal_models_namespace,4,1,Attention1D|Attention1DConfig|_dram_matmul_config|_dram_shard_core_grid
models.common.models.llama33_70b.model,models.common.modules.embedding.embedding_1d,internal_models_namespace,2,1,Embedding1D|Embedding1DConfig
models.common.models.llama33_70b.model,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.llama33_70b.model,models.common.modules.lm_head.lm_head_1d,internal_models_namespace,3,1,LMHead1D|LMHead1DConfig|_nearest_32
models.common.models.llama33_70b.model,models.common.modules.mlp.mlp_1d,internal_models_namespace,4,1,MLP1D|MLP1DConfig|_dram_shard_core_grid_k_n|_find_prefill_grid
models.common.models.llama33_70b.model,models.common.modules.rmsnorm.rmsnorm_1d,internal_models_namespace,3,1,RMSNorm1D|RMSNorm1DConfig|_create_sharded_norm_program_config
models.common.models.llama33_70b.model,models.common.modules.rope.rope_1d,internal_models_namespace,2,1,Rope1DConfig|RotarySetup1D
models.common.models.llama33_70b.model,models.common.modules.sampling.sampling_1d,internal_models_namespace,2,1,Sampling1D|Sampling1DConfig
models.common.models.llama33_70b.model,models.common.modules.tt_ccl,internal_models_namespace,1,1,get_tt_ccl
models.common.models.llama33_70b.model,models.common.tensor_utils,external_models_tt_metal,2,1,TILE_SIZE|get_padded_hidden_dim
models.common.models.llama33_70b.model,os,stdlib,1,1,
models.common.models.llama33_70b.model,pathlib,stdlib,1,1,Path
models.common.models.llama33_70b.model,torch,third_party_base,1,1,
models.common.models.llama33_70b.model,tqdm,third_party_optional,1,1,tqdm
models.common.models.llama33_70b.model,ttnn,third_party_base,1,1,
models.common.models.llama33_70b.model,typing,stdlib,1,1,Any
models.common.models.llama33_70b.weight_utils,__future__,stdlib,1,1,annotations
models.common.models.llama33_70b.weight_utils,math,stdlib,1,1,
models.common.models.llama33_70b.weight_utils,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.llama33_70b.weight_utils,pathlib,stdlib,1,1,Path
models.common.models.llama33_70b.weight_utils,torch,third_party_base,1,1,
models.common.models.llama33_70b.weight_utils,ttnn,third_party_base,1,1,
models.common.models.llama33_70b.weight_utils,typing,stdlib,1,1,Any
models.common.models.llama3_8b.executor,models.common.models.llama3_8b.hf_adaptor,internal_models_namespace,1,1,Llama3ForCausalLM
models.common.models.llama3_8b.executor,models.common.models.llama3_executor,internal_models_namespace,2,1,Llama3Executor|Llama3ExecutorConfig
models.common.models.llama3_8b.generator,__future__,stdlib,1,1,annotations
models.common.models.llama3_8b.generator,collections.abc,stdlib,1,1,Sequence
models.common.models.llama3_8b.generator,dataclasses,stdlib,1,1,dataclass
models.common.models.llama3_8b.generator,models.common.llm_runtime.config,internal_models_namespace,4,1,PagedKVCacheConfig|TraceConfig|TraceMode|WarmupConfig
models.common.models.llama3_8b.generator,models.common.llm_runtime.lane_group,internal_models_namespace,1,1,LaneGroupExecutor
models.common.models.llama3_8b.generator,models.common.llm_runtime.vllm_adapter,internal_models_namespace,3,1,NormalizedPrefillKwargs|VLLMAdapter|VLLMAdapterConfig
models.common.models.llama3_8b.generator,models.common.models.llama3_8b.executor,internal_models_namespace,2,1,Llama3ExecutorConfig|build_llama3_executor
models.common.models.llama3_8b.generator,models.common.models.llama3_8b.hf_adaptor,internal_models_namespace,1,1,from_pretrained
models.common.models.llama3_8b.generator,models.common.models.llama3_8b.model,internal_models_namespace,1,1,Llama31_8BPagedAttentionConfig
models.common.models.llama3_8b.generator,models.tt_transformers.tt.generator,external_models_tttv1,1,1,create_submeshes
models.common.models.llama3_8b.generator,torch,third_party_base,1,1,
models.common.models.llama3_8b.generator,ttnn,third_party_base,1,1,
models.common.models.llama3_8b.generator,typing,stdlib,1,1,Any
models.common.models.llama3_8b.hf_adaptor,__future__,stdlib,1,1,annotations
models.common.models.llama3_8b.hf_adaptor,dataclasses,stdlib,2,1,dataclass|field
models.common.models.llama3_8b.hf_adaptor,errno,stdlib,1,1,
models.common.models.llama3_8b.hf_adaptor,loguru,third_party_base,1,1,logger
models.common.models.llama3_8b.hf_adaptor,math,stdlib,1,1,
models.common.models.llama3_8b.hf_adaptor,models.common.device_utils,external_models_tt_metal,1,1,get_device_name
models.common.models.llama3_8b.hf_adaptor,models.common.models.llama3_8b.model,internal_models_namespace,2,1,Llama3Transformer1D|build_llama3_transformer_1d_config
models.common.models.llama3_8b.hf_adaptor,models.common.tensor_utils,external_models_tt_metal,1,1,nearest_multiple
models.common.models.llama3_8b.hf_adaptor,os,stdlib,1,1,
models.common.models.llama3_8b.hf_adaptor,pathlib,stdlib,1,1,Path
models.common.models.llama3_8b.hf_adaptor,re,stdlib,1,1,
models.common.models.llama3_8b.hf_adaptor,torch,third_party_base,1,1,
models.common.models.llama3_8b.hf_adaptor,transformers,third_party_optional,3,1,AutoConfig|AutoModelForCausalLM|AutoTokenizer
models.common.models.llama3_8b.hf_adaptor,ttnn,third_party_base,1,1,
models.common.models.llama3_8b.model,dataclasses,stdlib,3,1,dataclass|field|replace
models.common.models.llama3_8b.model,math,stdlib,1,1,
models.common.models.llama3_8b.model,models.common.device_utils,external_models_tt_metal,1,1,get_device_name
models.common.models.llama3_8b.model,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.models.llama3_8b.model,models.common.modules.attention.attention_1d,internal_models_namespace,2,1,Attention1D|Attention1DConfig
models.common.models.llama3_8b.model,models.common.modules.embedding.embedding_1d,internal_models_namespace,2,1,Embedding1D|Embedding1DConfig
models.common.models.llama3_8b.model,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.llama3_8b.model,models.common.modules.lm_head.lm_head_1d,internal_models_namespace,3,1,LMHead1D|LMHead1DConfig|_compute_kernel_config_hifi2
models.common.models.llama3_8b.model,models.common.modules.mlp.mlp_1d,internal_models_namespace,3,1,MLP1D|MLP1DConfig|_create_dram_sharded_mem_config
models.common.models.llama3_8b.model,models.common.modules.rmsnorm.rmsnorm_1d,internal_models_namespace,3,1,RMSNorm1D|RMSNorm1DConfig|SHARD_HEIGHT
models.common.models.llama3_8b.model,models.common.modules.rope.rope_1d,internal_models_namespace,2,1,Rope1DConfig|RotarySetup1D
models.common.models.llama3_8b.model,models.common.modules.sampling.sampling_1d,internal_models_namespace,2,1,Sampling1D|Sampling1DConfig
models.common.models.llama3_8b.model,models.common.modules.tt_ccl,internal_models_namespace,3,1,TT_CCL|default_topology|get_tt_ccl
models.common.models.llama3_8b.model,models.common.tensor_utils,external_models_tt_metal,5,1,TILE_SIZE|get_out_subblock_w|nearest_32|num_to_core_range_set|pad_dim_to_size
models.common.models.llama3_8b.model,os,stdlib,1,1,
models.common.models.llama3_8b.model,pathlib,stdlib,1,1,Path
models.common.models.llama3_8b.model,torch,third_party_base,1,1,
models.common.models.llama3_8b.model,tqdm,third_party_optional,1,1,tqdm
models.common.models.llama3_8b.model,ttnn,third_party_base,1,1,
models.common.models.llama3_executor,__future__,stdlib,1,1,annotations
models.common.models.llama3_executor,dataclasses,stdlib,1,1,dataclass
models.common.models.llama3_executor,functools,stdlib,1,1,wraps
models.common.models.llama3_executor,models.common.llm_runtime.config,internal_models_namespace,1,1,PagedKVCacheConfig
models.common.models.llama3_executor,models.common.llm_runtime.execution,internal_models_namespace,2,1,EagerExecutor|TracedExecutor
models.common.models.llama3_executor,models.common.models.executor,internal_models_namespace,2,1,ModelExecutor|ModelExecutorConfig
models.common.models.llama3_executor,models.common.modules.sampling.sampling_1d,internal_models_namespace,1,1,Sampling1D
models.common.models.llama3_executor,models.common.modules.sampling.sampling_state_1d,internal_models_namespace,1,1,SamplingState1D
models.common.models.llama3_executor,models.common.sampling,external_models_tt_metal,1,1,SamplingParams
models.common.models.llama3_executor,torch,third_party_base,1,1,
models.common.models.llama3_executor,typing,stdlib,3,1,Any|Callable|Sequence
models.common.models.mistral_7b,models.common.models.mistral_7b.executor,internal_models_namespace,3,1,Mistral7BExecutor|Mistral7BExecutorConfig|build_mistral_7b_executor
models.common.models.mistral_7b,models.common.models.mistral_7b.generator,internal_models_namespace,3,1,Mistral7BGenerator|Mistral7BGeneratorConfig|build_mistral_7b_generator
models.common.models.mistral_7b,models.common.models.mistral_7b.hf_adaptor,internal_models_namespace,2,1,Mistral7BForCausalLM|Mistral7BRuntimeConfig
models.common.models.mistral_7b,models.common.models.mistral_7b.model,internal_models_namespace,7,1,MISTRAL_ACCURACY|MISTRAL_PERFORMANCE|Mistral7B|Mistral7BPagedAttentionConfig|Mistral7BPrecisionConfig|Mistral7BTransformerConfig|build_mistral_7b_transformer_config
models.common.models.mistral_7b.executor,__future__,stdlib,1,1,annotations
models.common.models.mistral_7b.executor,dataclasses,stdlib,2,1,dataclass|replace
models.common.models.mistral_7b.executor,models.common.llm_runtime.config,internal_models_namespace,4,1,PageTableLayout|PagedKVCacheConfig|TraceConfig|WarmupConfig
models.common.models.mistral_7b.executor,models.common.llm_runtime.decode,internal_models_namespace,2,1,DecodeRuntime|DecodeRuntimeConfig
models.common.models.mistral_7b.executor,models.common.llm_runtime.execution,internal_models_namespace,2,1,EagerExecutor|TracedExecutor
models.common.models.mistral_7b.executor,models.common.llm_runtime.output_reader,internal_models_namespace,1,1,OutputReader
models.common.models.mistral_7b.executor,models.common.llm_runtime.paged_kv_cache,internal_models_namespace,1,1,PagedKVCacheManager
models.common.models.mistral_7b.executor,models.common.llm_runtime.prefill.config,internal_models_namespace,1,1,PrefillRuntimeConfig
models.common.models.mistral_7b.executor,models.common.llm_runtime.prefill.runtime,internal_models_namespace,1,1,PrefillRuntime
models.common.models.mistral_7b.executor,models.common.llm_runtime.program_compiler,internal_models_namespace,1,1,ProgramCompiler
models.common.models.mistral_7b.executor,models.common.llm_runtime.tensor_resources,internal_models_namespace,1,1,attach_cleanup_failures
models.common.models.mistral_7b.executor,models.common.llm_runtime.trace_compiler,internal_models_namespace,1,1,TraceCompiler
models.common.models.mistral_7b.executor,models.common.llm_runtime.warmup,internal_models_namespace,2,1,WarmupCoordinator|WarmupCoordinatorConfig
models.common.models.mistral_7b.executor,models.common.models.mistral_7b.hf_adaptor,internal_models_namespace,1,1,Mistral7BForCausalLM
models.common.models.mistral_7b.executor,models.common.modules.sampling.sampling_1d,internal_models_namespace,1,1,Sampling1D
models.common.models.mistral_7b.executor,models.common.sampling,external_models_tt_metal,1,1,SamplingParams
models.common.models.mistral_7b.executor,torch,third_party_base,1,1,
models.common.models.mistral_7b.executor,typing,stdlib,2,1,Any|Sequence
models.common.models.mistral_7b.generator,__future__,stdlib,1,1,annotations
models.common.models.mistral_7b.generator,collections.abc,stdlib,1,1,Sequence
models.common.models.mistral_7b.generator,dataclasses,stdlib,1,1,dataclass
models.common.models.mistral_7b.generator,models.common.llm_runtime.config,internal_models_namespace,4,1,PagedKVCacheConfig|TraceConfig|TraceMode|WarmupConfig
models.common.models.mistral_7b.generator,models.common.llm_runtime.lane_group,internal_models_namespace,1,1,LaneGroupExecutor
models.common.models.mistral_7b.generator,models.common.llm_runtime.vllm_adapter,internal_models_namespace,3,1,NormalizedPrefillKwargs|VLLMAdapter|VLLMAdapterConfig
models.common.models.mistral_7b.generator,models.common.models.mistral_7b.executor,internal_models_namespace,2,1,Mistral7BExecutorConfig|build_mistral_7b_executor
models.common.models.mistral_7b.generator,models.common.models.mistral_7b.hf_adaptor,internal_models_namespace,1,1,from_pretrained
