source_module,target_module,classification,imported_symbol_count,site_count,symbols
models.common.models.qwen25_coder_32b.generator,models.common.models.qwen25_coder_32b.executor,internal_models_namespace,2,1,Qwen25Coder32BExecutorConfig|build_qwen25_coder_32b_executor
models.common.models.qwen25_coder_32b.generator,models.common.models.qwen25_coder_32b.hf_adaptor,internal_models_namespace,2,1,DEFAULT_HF_REVISION|from_pretrained
models.common.models.qwen25_coder_32b.generator,models.common.models.qwen25_coder_32b.model,internal_models_namespace,1,1,Qwen25Coder32BPagedAttentionConfig
models.common.models.qwen25_coder_32b.generator,models.tt_transformers.tt.generator,external_models_tttv1,1,1,create_submeshes
models.common.models.qwen25_coder_32b.generator,ttnn,third_party_base,1,1,
models.common.models.qwen25_coder_32b.generator,typing,stdlib,1,1,Any
models.common.models.qwen25_coder_32b.hf_adaptor,__future__,stdlib,1,1,annotations
models.common.models.qwen25_coder_32b.hf_adaptor,dataclasses,stdlib,2,1,dataclass|field
models.common.models.qwen25_coder_32b.hf_adaptor,models.common.models.qwen25_coder_32b,internal_models_namespace,1,1,weight_utils
models.common.models.qwen25_coder_32b.hf_adaptor,models.common.models.qwen25_coder_32b.model,internal_models_namespace,10,1,DEFAULT_HF_REVISION|QWEN25_CODER_32B_ACCURACY|QWEN25_CODER_32B_PERFORMANCE|Qwen25Coder32B|Qwen25Coder32BConfig|Qwen25Coder32BLayerWeights|Qwen25Coder32BPagedAttentionConfig|Qwen25Coder32BPrecisionConfig|Qwen25Coder32BWeights|build_qwen25_coder_32b_model
models.common.models.qwen25_coder_32b.hf_adaptor,os,stdlib,1,1,
models.common.models.qwen25_coder_32b.hf_adaptor,pathlib,stdlib,1,1,Path
models.common.models.qwen25_coder_32b.hf_adaptor,torch,third_party_base,1,1,
models.common.models.qwen25_coder_32b.hf_adaptor,transformers,third_party_optional,3,1,AutoConfig|AutoModelForCausalLM|AutoTokenizer
models.common.models.qwen25_coder_32b.hf_adaptor,ttnn,third_party_base,1,1,
models.common.models.qwen25_coder_32b.hf_adaptor,typing,stdlib,1,1,Any
models.common.models.qwen25_coder_32b.model,__future__,stdlib,1,1,annotations
models.common.models.qwen25_coder_32b.model,dataclasses,stdlib,3,1,dataclass|field|replace
models.common.models.qwen25_coder_32b.model,loguru,third_party_base,1,1,logger
models.common.models.qwen25_coder_32b.model,math,stdlib,1,1,
models.common.models.qwen25_coder_32b.model,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.models.qwen25_coder_32b.model,models.common.models.qwen25_coder_32b,internal_models_namespace,1,1,weight_utils
models.common.models.qwen25_coder_32b.model,models.common.models.qwen25_coder_32b.hf_adaptor,internal_models_namespace,1,1,from_pretrained
models.common.models.qwen25_coder_32b.model,models.common.modules.attention.attention_1d,internal_models_namespace,4,1,Attention1D|Attention1DConfig|_dram_matmul_config|_dram_shard_core_grid
models.common.models.qwen25_coder_32b.model,models.common.modules.embedding.embedding_1d,internal_models_namespace,2,1,Embedding1D|Embedding1DConfig
models.common.models.qwen25_coder_32b.model,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.qwen25_coder_32b.model,models.common.modules.lm_head.lm_head_1d,internal_models_namespace,3,1,LMHead1D|LMHead1DConfig|_nearest_32
models.common.models.qwen25_coder_32b.model,models.common.modules.mlp.mlp_1d,internal_models_namespace,3,1,MLP1D|MLP1DConfig|_dram_shard_core_grid_k_n
models.common.models.qwen25_coder_32b.model,models.common.modules.rmsnorm.rmsnorm_1d,internal_models_namespace,3,1,RMSNorm1D|RMSNorm1DConfig|_create_sharded_norm_program_config
models.common.models.qwen25_coder_32b.model,models.common.modules.rope.rope_1d,internal_models_namespace,3,1,Rope1DConfig|RotarySetup1D|prepare_rot_idxs
models.common.models.qwen25_coder_32b.model,models.common.modules.sampling.sampling_1d,internal_models_namespace,1,1,Sampling1D
models.common.models.qwen25_coder_32b.model,models.common.modules.tt_ccl,internal_models_namespace,2,1,default_topology|get_tt_ccl
models.common.models.qwen25_coder_32b.model,models.common.tensor_utils,external_models_tt_metal,2,1,TILE_SIZE|get_padded_hidden_dim
models.common.models.qwen25_coder_32b.model,os,stdlib,1,1,
models.common.models.qwen25_coder_32b.model,pathlib,stdlib,1,1,Path
models.common.models.qwen25_coder_32b.model,torch,third_party_base,1,1,
models.common.models.qwen25_coder_32b.model,ttnn,third_party_base,1,1,
models.common.models.qwen25_coder_32b.model,typing,stdlib,2,1,Any|List
models.common.models.qwen25_coder_32b.weight_utils,__future__,stdlib,1,1,annotations
models.common.models.qwen25_coder_32b.weight_utils,math,stdlib,1,1,
models.common.models.qwen25_coder_32b.weight_utils,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.qwen25_coder_32b.weight_utils,pathlib,stdlib,1,1,Path
models.common.models.qwen25_coder_32b.weight_utils,torch,third_party_base,1,1,
models.common.models.qwen25_coder_32b.weight_utils,ttnn,third_party_base,1,1,
models.common.models.qwen25_coder_32b.weight_utils,typing,stdlib,1,1,Any
models.common.models.qwen2_7b,models.common.models.qwen2_7b.executor,internal_models_namespace,2,1,Qwen2Executor|Qwen2ExecutorConfig
models.common.models.qwen2_7b,models.common.models.qwen2_7b.generator,internal_models_namespace,2,1,Qwen2Generator|Qwen2GeneratorConfig
models.common.models.qwen2_7b,models.common.models.qwen2_7b.hf_adaptor,internal_models_namespace,2,1,Qwen2ForCausalLM|Qwen2RuntimeConfig
models.common.models.qwen2_7b,models.common.models.qwen2_7b.model,internal_models_namespace,6,1,QWEN2_7B_ACCURACY|QWEN2_7B_PERFORMANCE|Qwen2PagedAttentionConfig|Qwen2_7B|Qwen2_7BPrecisionConfig|Qwen2_7BTransformerConfig
models.common.models.qwen2_7b.executor,models.common.models.qwen2_7b.hf_adaptor,internal_models_namespace,1,1,Qwen2ForCausalLM
models.common.models.qwen2_7b.executor,models.common.models.qwen2_executor,internal_models_namespace,3,2,Qwen2Executor|Qwen2ExecutorConfig|build_qwen2_7b_executor
models.common.models.qwen2_7b.generator,__future__,stdlib,1,1,annotations
models.common.models.qwen2_7b.generator,collections.abc,stdlib,1,1,Sequence
models.common.models.qwen2_7b.generator,dataclasses,stdlib,1,1,dataclass
models.common.models.qwen2_7b.generator,models.common.llm_runtime.config,internal_models_namespace,4,1,PagedKVCacheConfig|TraceConfig|TraceMode|WarmupConfig
models.common.models.qwen2_7b.generator,models.common.llm_runtime.lane_group,internal_models_namespace,1,1,LaneGroupExecutor
models.common.models.qwen2_7b.generator,models.common.llm_runtime.vllm_adapter,internal_models_namespace,3,1,NormalizedPrefillKwargs|VLLMAdapter|VLLMAdapterConfig
models.common.models.qwen2_7b.generator,models.common.models.qwen2_7b.executor,internal_models_namespace,2,1,Qwen2ExecutorConfig|build_qwen2_7b_executor
models.common.models.qwen2_7b.generator,models.common.models.qwen2_7b.hf_adaptor,internal_models_namespace,1,1,from_pretrained
models.common.models.qwen2_7b.generator,models.common.models.qwen2_7b.model,internal_models_namespace,1,1,Qwen2PagedAttentionConfig
models.common.models.qwen2_7b.generator,models.tt_transformers.tt.generator,external_models_tttv1,1,1,create_submeshes
models.common.models.qwen2_7b.generator,torch,third_party_base,1,1,
models.common.models.qwen2_7b.generator,ttnn,third_party_base,1,1,
models.common.models.qwen2_7b.generator,typing,stdlib,1,1,Any
models.common.models.qwen2_7b.hf_adaptor,__future__,stdlib,1,1,annotations
models.common.models.qwen2_7b.hf_adaptor,dataclasses,stdlib,2,1,dataclass|field
models.common.models.qwen2_7b.hf_adaptor,models.common.models.qwen2_7b,internal_models_namespace,1,1,weight_utils
models.common.models.qwen2_7b.hf_adaptor,models.common.models.qwen2_7b.model,internal_models_namespace,9,1,QWEN2_7B_ACCURACY|QWEN2_7B_PERFORMANCE|Qwen2PagedAttentionConfig|Qwen2_7B|Qwen2_7BLayerWeights|Qwen2_7BModelParameters|Qwen2_7BPrecisionConfig|Qwen2_7BWeights|build_qwen2_7b_transformer_config
models.common.models.qwen2_7b.hf_adaptor,os,stdlib,1,1,
models.common.models.qwen2_7b.hf_adaptor,pathlib,stdlib,1,1,Path
models.common.models.qwen2_7b.hf_adaptor,torch,third_party_base,1,1,
models.common.models.qwen2_7b.hf_adaptor,transformers,third_party_optional,3,1,AutoConfig|AutoModelForCausalLM|AutoTokenizer
models.common.models.qwen2_7b.hf_adaptor,ttnn,third_party_base,1,1,
models.common.models.qwen2_7b.hf_adaptor,typing,stdlib,1,1,Any
models.common.models.qwen2_7b.model,__future__,stdlib,1,1,annotations
models.common.models.qwen2_7b.model,dataclasses,stdlib,3,1,dataclass|field|replace
models.common.models.qwen2_7b.model,loguru,third_party_base,1,1,logger
models.common.models.qwen2_7b.model,math,stdlib,1,1,
models.common.models.qwen2_7b.model,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.models.qwen2_7b.model,models.common.modules.attention.attention_1d,internal_models_namespace,4,1,Attention1D|Attention1DConfig|_dram_matmul_config|_dram_shard_core_grid
models.common.models.qwen2_7b.model,models.common.modules.embedding.embedding_1d,internal_models_namespace,2,1,Embedding1D|Embedding1DConfig
models.common.models.qwen2_7b.model,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.qwen2_7b.model,models.common.modules.lm_head.lm_head_1d,internal_models_namespace,3,1,LMHead1D|LMHead1DConfig|_nearest_32
models.common.models.qwen2_7b.model,models.common.modules.mlp.mlp_1d,internal_models_namespace,3,1,MLP1D|MLP1DConfig|_dram_shard_core_grid_k_n
models.common.models.qwen2_7b.model,models.common.modules.rmsnorm.rmsnorm_1d,internal_models_namespace,3,1,RMSNorm1D|RMSNorm1DConfig|_create_sharded_norm_program_config
models.common.models.qwen2_7b.model,models.common.modules.rope.rope_1d,internal_models_namespace,3,1,Rope1DConfig|RotarySetup1D|prepare_rot_idxs
models.common.models.qwen2_7b.model,models.common.modules.sampling.sampling_1d,internal_models_namespace,2,1,Sampling1D|Sampling1DConfig
models.common.models.qwen2_7b.model,models.common.modules.tt_ccl,internal_models_namespace,2,1,default_topology|get_tt_ccl
models.common.models.qwen2_7b.model,models.common.tensor_utils,external_models_tt_metal,2,1,TILE_SIZE|get_padded_hidden_dim
models.common.models.qwen2_7b.model,pathlib,stdlib,1,1,Path
models.common.models.qwen2_7b.model,torch,third_party_base,1,1,
models.common.models.qwen2_7b.model,tqdm,third_party_optional,1,1,tqdm
models.common.models.qwen2_7b.model,ttnn,third_party_base,1,1,
models.common.models.qwen2_7b.model,typing,stdlib,1,1,Any
models.common.models.qwen2_7b.weight_utils,__future__,stdlib,1,1,annotations
models.common.models.qwen2_7b.weight_utils,math,stdlib,1,1,
models.common.models.qwen2_7b.weight_utils,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.qwen2_7b.weight_utils,pathlib,stdlib,1,1,Path
models.common.models.qwen2_7b.weight_utils,torch,third_party_base,1,1,
models.common.models.qwen2_7b.weight_utils,ttnn,third_party_base,1,1,
models.common.models.qwen2_7b.weight_utils,typing,stdlib,1,1,Any
models.common.models.qwen2_executor,__future__,stdlib,1,1,annotations
models.common.models.qwen2_executor,dataclasses,stdlib,1,1,dataclass
models.common.models.qwen2_executor,functools,stdlib,1,1,wraps
models.common.models.qwen2_executor,models.common.llm_runtime.execution,internal_models_namespace,2,1,EagerExecutor|TracedExecutor
models.common.models.qwen2_executor,models.common.models.executor,internal_models_namespace,2,1,ModelExecutor|ModelExecutorConfig
models.common.models.qwen2_executor,models.common.modules.sampling.sampling_1d,internal_models_namespace,1,1,Sampling1D
models.common.models.qwen2_executor,models.common.sampling,external_models_tt_metal,1,1,SamplingParams
models.common.models.qwen2_executor,torch,third_party_base,1,1,
models.common.models.qwen2_executor,typing,stdlib,3,1,Any|Callable|Sequence
models.common.models.qwen3_32b,models.common.models.qwen3_32b.executor,internal_models_namespace,2,1,EagerQwen3_32BExecutor|TracedQwen3_32BExecutor
models.common.models.qwen3_32b,models.common.models.qwen3_32b.generator,internal_models_namespace,2,1,Qwen3_32BGenerator|Qwen3_32BGeneratorConfig
models.common.models.qwen3_32b,models.common.models.qwen3_32b.model,internal_models_namespace,7,1,QWEN3_32B_ACCURACY|QWEN3_32B_PERFORMANCE|Qwen3_32B|Qwen3_32BConfig|Qwen3_32BExecutorRuntimeConfig|Qwen3_32BPagedAttentionConfig|Qwen3_32BPrecisionConfig
models.common.models.qwen3_32b.demo,__future__,stdlib,1,1,annotations
models.common.models.qwen3_32b.demo,csv,stdlib,1,1,
models.common.models.qwen3_32b.demo,gc,stdlib,1,1,
models.common.models.qwen3_32b.demo,models.common.models.qwen3_32b.executor,internal_models_namespace,4,1,EagerQwen3_32BExecutor|TracedQwen3_32BExecutor|run_lm_head|run_prefill
models.common.models.qwen3_32b.demo,models.common.models.qwen3_32b.generator,internal_models_namespace,2,1,greedy_argmax_from_logits|greedy_decode_one_step
models.common.models.qwen3_32b.demo,models.common.models.qwen3_32b.model,internal_models_namespace,3,2,Qwen3_32B|Qwen3_32BDecoderLayer|_all_gather_rmsnorm_tensor
models.common.models.qwen3_32b.demo,models.common.tests.demos.cleanup_utils,external_models_test,1,1,cleanup_model_case
models.common.models.qwen3_32b.demo,models.common.tests.demos.run_helpers,external_models_test,1,1,make_contiguous_page_table
models.common.models.qwen3_32b.demo,models.common.utility_functions,external_models_tt_metal,1,1,comp_pcc
models.common.models.qwen3_32b.demo,os,stdlib,1,1,
models.common.models.qwen3_32b.demo,pytest,third_party_test,1,1,
models.common.models.qwen3_32b.demo,torch,third_party_base,1,1,
models.common.models.qwen3_32b.demo,transformers,third_party_optional,2,1,AutoConfig|AutoModelForCausalLM
models.common.models.qwen3_32b.demo,ttnn,third_party_base,1,1,
models.common.models.qwen3_32b.executor,__future__,stdlib,1,1,annotations
models.common.models.qwen3_32b.executor,collections,stdlib,1,1,defaultdict
models.common.models.qwen3_32b.executor,dataclasses,stdlib,1,1,dataclass
models.common.models.qwen3_32b.executor,functools,stdlib,1,1,wraps
models.common.models.qwen3_32b.executor,models.common.llm_runtime.config,internal_models_namespace,3,1,PagedKVCacheConfig|TraceConfig|WarmupConfig
models.common.models.qwen3_32b.executor,models.common.models.executor,internal_models_namespace,2,1,ModelExecutor|ModelExecutorConfig
models.common.models.qwen3_32b.executor,models.common.models.qwen3_32b.hf_adaptor,internal_models_namespace,1,1,Qwen3_32BForCausalLM
models.common.models.qwen3_32b.executor,models.common.models.qwen3_32b.model,internal_models_namespace,1,1,_slice_last_token_tile
models.common.models.qwen3_32b.executor,models.common.modules.sampling.sampling_1d,internal_models_namespace,1,1,Sampling1D
models.common.models.qwen3_32b.executor,models.common.modules.sampling.sampling_state_1d,internal_models_namespace,1,1,SamplingState1D
models.common.models.qwen3_32b.executor,models.common.sampling.sampling_params,external_models_tt_metal,1,1,SamplingParams
models.common.models.qwen3_32b.executor,torch,third_party_base,1,1,
models.common.models.qwen3_32b.executor,ttnn,third_party_base,1,1,
models.common.models.qwen3_32b.executor,typing,stdlib,2,1,Any|Callable
models.common.models.qwen3_32b.generator,__future__,stdlib,1,1,annotations
models.common.models.qwen3_32b.generator,dataclasses,stdlib,1,1,dataclass
models.common.models.qwen3_32b.generator,models.common.llm_runtime.config,internal_models_namespace,4,1,PagedKVCacheConfig|TraceConfig|TraceMode|WarmupConfig
models.common.models.qwen3_32b.generator,models.common.llm_runtime.lane_group,internal_models_namespace,1,1,LaneGroupExecutor
models.common.models.qwen3_32b.generator,models.common.llm_runtime.vllm_adapter,internal_models_namespace,3,1,NormalizedPrefillKwargs|VLLMAdapter|VLLMAdapterConfig
models.common.models.qwen3_32b.generator,models.common.models.qwen3_32b.executor,internal_models_namespace,2,1,Qwen3_32BExecutorConfig|build_qwen3_32b_executor
models.common.models.qwen3_32b.generator,models.common.models.qwen3_32b.hf_adaptor,internal_models_namespace,2,1,DEFAULT_HF_REVISION|from_pretrained
models.common.models.qwen3_32b.generator,models.common.models.qwen3_32b.model,internal_models_namespace,1,1,Qwen3_32BPagedAttentionConfig
models.common.models.qwen3_32b.generator,models.tt_transformers.tt.generator,external_models_tttv1,1,1,create_submeshes
models.common.models.qwen3_32b.generator,ttnn,third_party_base,1,1,
models.common.models.qwen3_32b.generator,typing,stdlib,1,1,Any
models.common.models.qwen3_32b.hf_adaptor,__future__,stdlib,1,1,annotations
models.common.models.qwen3_32b.hf_adaptor,dataclasses,stdlib,2,1,dataclass|field
models.common.models.qwen3_32b.hf_adaptor,models.common.models.qwen3_32b.model,internal_models_namespace,7,1,DEFAULT_HF_REVISION|QWEN3_32B_ACCURACY|QWEN3_32B_BH_TP4_CLUSTER_TYPES|QWEN3_32B_PERFORMANCE|Qwen3_32B|Qwen3_32BPagedAttentionConfig|Qwen3_32BPrecisionConfig
models.common.models.qwen3_32b.hf_adaptor,os,stdlib,1,1,
models.common.models.qwen3_32b.hf_adaptor,pathlib,stdlib,1,1,Path
models.common.models.qwen3_32b.hf_adaptor,transformers,third_party_optional,2,1,AutoConfig|AutoTokenizer
models.common.models.qwen3_32b.hf_adaptor,ttnn,third_party_base,1,1,
models.common.models.qwen3_32b.hf_adaptor,typing,stdlib,1,1,Any
models.common.models.qwen3_32b.model,__future__,stdlib,1,1,annotations
models.common.models.qwen3_32b.model,dataclasses,stdlib,3,1,dataclass|field|replace
models.common.models.qwen3_32b.model,loguru,third_party_base,1,1,logger
models.common.models.qwen3_32b.model,math,stdlib,1,1,
models.common.models.qwen3_32b.model,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.models.qwen3_32b.model,models.common.models.qwen3_32b,internal_models_namespace,1,1,weight_utils
models.common.models.qwen3_32b.model,models.common.modules.attention.attention_1d,internal_models_namespace,4,1,Attention1D|Attention1DConfig|_dram_matmul_config|_dram_shard_core_grid
models.common.models.qwen3_32b.model,models.common.modules.embedding.embedding_1d,internal_models_namespace,2,1,Embedding1D|Embedding1DConfig
models.common.models.qwen3_32b.model,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.qwen3_32b.model,models.common.modules.lm_head.lm_head_1d,internal_models_namespace,3,1,LMHead1D|LMHead1DConfig|_nearest_32
models.common.models.qwen3_32b.model,models.common.modules.mlp.mlp_1d,internal_models_namespace,3,1,MLP1D|MLP1DConfig|_dram_shard_core_grid_k_n
models.common.models.qwen3_32b.model,models.common.modules.rmsnorm.rmsnorm_1d,internal_models_namespace,3,1,RMSNorm1D|RMSNorm1DConfig|_create_sharded_norm_program_config
models.common.models.qwen3_32b.model,models.common.modules.rope.rope_1d,internal_models_namespace,3,1,Rope1DConfig|RotarySetup1D|prepare_rot_idxs
models.common.models.qwen3_32b.model,models.common.modules.sampling.sampling_1d,internal_models_namespace,1,1,Sampling1D
models.common.models.qwen3_32b.model,models.common.modules.tt_ccl,internal_models_namespace,1,1,get_tt_ccl
models.common.models.qwen3_32b.model,models.common.tensor_utils,external_models_tt_metal,2,1,TILE_SIZE|get_padded_hidden_dim
models.common.models.qwen3_32b.model,os,stdlib,1,1,
models.common.models.qwen3_32b.model,pathlib,stdlib,1,1,Path
models.common.models.qwen3_32b.model,torch,third_party_base,1,1,
models.common.models.qwen3_32b.model,transformers,third_party_optional,2,1,AutoConfig|AutoModelForCausalLM
models.common.models.qwen3_32b.model,ttnn,third_party_base,1,1,
models.common.models.qwen3_32b.model,typing,stdlib,2,1,Any|List
models.common.models.qwen3_32b.weight_utils,__future__,stdlib,1,1,annotations
models.common.models.qwen3_32b.weight_utils,math,stdlib,1,1,
models.common.models.qwen3_32b.weight_utils,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.qwen3_32b.weight_utils,pathlib,stdlib,1,1,Path
models.common.models.qwen3_32b.weight_utils,torch,third_party_base,1,1,
models.common.models.qwen3_32b.weight_utils,ttnn,third_party_base,1,1,
models.common.models.qwen3_32b.weight_utils,typing,stdlib,1,1,Any
models.common.modules.attention.attention_1d,dataclasses,stdlib,3,1,dataclass|field|replace
models.common.modules.attention.attention_1d,functools,stdlib,1,1,lru_cache
models.common.modules.attention.attention_1d,math,stdlib,1,1,
models.common.modules.attention.attention_1d,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.modules.attention.attention_1d,models.common.modules.lazy_weight,internal_models_namespace,2,1,LazyWeight|resolve_lazy_weight
models.common.modules.attention.attention_1d,models.common.modules.rmsnorm.rmsnorm_1d,internal_models_namespace,2,1,RMSNorm1D|RMSNorm1DConfig
models.common.modules.attention.attention_1d,models.common.modules.tt_ccl,internal_models_namespace,6,1,CCL_CHUNKS_PER_SYNC|CCL_NUM_BUFFERS_PER_CHANNEL|CCL_NUM_WORKERS_PER_LINK|TT_CCL|default_topology|get_tt_ccl
models.common.modules.attention.attention_1d,models.common.tensor_utils,external_models_tt_metal,6,1,TILE_SIZE|get_out_subblock_w|get_rot_transformation_mat|nearest_32|zeros_like_kv_cache|zeros_like_paged_cache
models.common.modules.attention.attention_1d,models.tt_transformers.tt.model_config,external_models_tttv1,2,1,OpGroup|TensorGroup
models.common.modules.attention.attention_1d,pathlib,stdlib,1,1,Path
models.common.modules.attention.attention_1d,torch,third_party_base,1,1,
models.common.modules.attention.attention_1d,ttnn,third_party_base,1,1,
models.common.modules.attention.attention_1d,typing,stdlib,2,1,Callable|Optional
models.common.modules.embedding.embedding_1d,dataclasses,stdlib,2,1,dataclass|replace
models.common.modules.embedding.embedding_1d,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.modules.embedding.embedding_1d,models.common.modules.lazy_weight,internal_models_namespace,2,1,LazyWeight|resolve_lazy_weight
models.common.modules.embedding.embedding_1d,pathlib,stdlib,1,1,Path
models.common.modules.embedding.embedding_1d,ttnn,third_party_base,1,1,
models.common.modules.lazy_buffer,dataclasses,stdlib,3,1,dataclass|field|replace
models.common.modules.lazy_buffer,ttnn,third_party_base,1,1,
models.common.modules.lazy_buffer,typing,stdlib,1,1,Optional
models.common.modules.lazy_weight,dataclasses,stdlib,3,1,dataclass|field|replace
models.common.modules.lazy_weight,hashlib,stdlib,1,1,
models.common.modules.lazy_weight,loguru,third_party_base,1,1,logger
models.common.modules.lazy_weight,models.common.tensor_utils,external_models_tt_metal,3,1,get_padded_hidden_dim|pad_to_shape|parse_shard_dims_from_mesh_mapper_config
models.common.modules.lazy_weight,pathlib,stdlib,2,2,Path
models.common.modules.lazy_weight,ttnn,third_party_base,1,1,
models.common.modules.lazy_weight,typing,stdlib,1,1,Optional
models.common.modules.lm_head.lm_head_1d,dataclasses,stdlib,2,1,dataclass|replace
models.common.modules.lm_head.lm_head_1d,math,stdlib,1,1,
models.common.modules.lm_head.lm_head_1d,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.modules.lm_head.lm_head_1d,models.common.modules.lazy_weight,internal_models_namespace,2,1,LazyWeight|resolve_lazy_weight
models.common.modules.lm_head.lm_head_1d,models.common.tensor_utils,external_models_tt_metal,2,2,TILE_SIZE|nearest_32
models.common.modules.lm_head.lm_head_1d,pathlib,stdlib,1,1,Path
models.common.modules.lm_head.lm_head_1d,torch,third_party_base,1,1,
models.common.modules.lm_head.lm_head_1d,ttnn,third_party_base,1,1,
models.common.modules.lm_head.lm_head_1d,typing,stdlib,1,1,List
models.common.modules.mlp.mlp_1d,dataclasses,stdlib,2,1,dataclass|replace
models.common.modules.mlp.mlp_1d,functools,stdlib,1,1,lru_cache
models.common.modules.mlp.mlp_1d,math,stdlib,1,1,
models.common.modules.mlp.mlp_1d,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.modules.mlp.mlp_1d,models.common.modules.lazy_weight,internal_models_namespace,2,1,LazyWeight|resolve_lazy_weight
models.common.modules.mlp.mlp_1d,models.common.modules.tt_ccl,internal_models_namespace,6,1,CCL_CHUNKS_PER_SYNC|CCL_NUM_BUFFERS_PER_CHANNEL|CCL_NUM_WORKERS_PER_LINK|TT_CCL|default_topology|get_tt_ccl
models.common.modules.mlp.mlp_1d,models.common.tensor_utils,external_models_tt_metal,4,1,TILE_SIZE|get_out_subblock_w|get_padded_hidden_dim|pad_dim_to_size
models.common.modules.mlp.mlp_1d,models.tt_transformers.tt.common,external_models_tttv1,1,1,Mode
models.common.modules.mlp.mlp_1d,models.tt_transformers.tt.model_config,external_models_tttv1,2,1,OpGroup|TensorGroup
models.common.modules.mlp.mlp_1d,pathlib,stdlib,1,1,Path
models.common.modules.mlp.mlp_1d,torch,third_party_base,1,1,
models.common.modules.mlp.mlp_1d,ttnn,third_party_base,1,1,
models.common.modules.mlp.mlp_1d,typing,stdlib,2,1,Callable|Optional
models.common.modules.mlp.mlp_2d,__future__,stdlib,1,1,annotations
models.common.modules.mlp.mlp_2d,dataclasses,stdlib,2,1,dataclass|replace
models.common.modules.mlp.mlp_2d,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.modules.mlp.mlp_2d,models.common.modules.lazy_weight,internal_models_namespace,2,1,LazyWeight|resolve_lazy_weight
models.common.modules.mlp.mlp_2d,models.common.modules.tt_ccl,internal_models_namespace,6,1,CCL_CHUNKS_PER_SYNC|CCL_NUM_BUFFERS_PER_CHANNEL|CCL_NUM_WORKERS_PER_LINK|TT_CCL|default_topology|get_tt_ccl
models.common.modules.mlp.mlp_2d,models.common.tensor_utils,external_models_tt_metal,1,1,pad_dim_to_size
models.common.modules.mlp.mlp_2d,models.common.utility_functions,external_models_tt_metal,1,1,is_blackhole
models.common.modules.mlp.mlp_2d,models.tt_transformers.tt.model_config,external_models_tttv1,2,1,OpGroup|TensorGroup
models.common.modules.mlp.mlp_2d,pathlib,stdlib,1,1,Path
models.common.modules.mlp.mlp_2d,torch,third_party_base,1,1,
models.common.modules.mlp.mlp_2d,ttnn,third_party_base,1,1,
models.common.modules.mlp.mlp_2d,typing,stdlib,3,1,Any|Callable|Optional
models.common.modules.rmsnorm.rmsnorm_1d,dataclasses,stdlib,2,1,dataclass|replace
models.common.modules.rmsnorm.rmsnorm_1d,math,stdlib,1,1,
models.common.modules.rmsnorm.rmsnorm_1d,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.modules.rmsnorm.rmsnorm_1d,models.common.modules.lazy_weight,internal_models_namespace,2,1,LazyWeight|resolve_lazy_weight
models.common.modules.rmsnorm.rmsnorm_1d,models.common.modules.tt_ccl,internal_models_namespace,2,1,default_topology|get_tt_ccl
models.common.modules.rmsnorm.rmsnorm_1d,models.common.tensor_utils,external_models_tt_metal,1,1,TILE_SIZE
models.common.modules.rmsnorm.rmsnorm_1d,ttnn,third_party_base,1,1,
models.common.modules.rmsnorm.rmsnorm_1d,typing,stdlib,1,1,Optional
models.common.modules.rmsnorm.rmsnorm_2d,dataclasses,stdlib,2,1,dataclass|replace
models.common.modules.rmsnorm.rmsnorm_2d,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.modules.rmsnorm.rmsnorm_2d,models.common.modules.lazy_weight,internal_models_namespace,2,1,LazyWeight|resolve_lazy_weight
models.common.modules.rmsnorm.rmsnorm_2d,models.common.modules.tt_ccl,internal_models_namespace,1,1,get_tt_ccl
models.common.modules.rmsnorm.rmsnorm_2d,models.common.tensor_utils,external_models_tt_metal,1,1,TILE_SIZE
models.common.modules.rmsnorm.rmsnorm_2d,ttnn,third_party_base,1,1,
models.common.modules.rmsnorm.rmsnorm_2d,typing,stdlib,1,1,Optional
models.common.modules.rope.rope_1d,dataclasses,stdlib,2,1,dataclass|replace
models.common.modules.rope.rope_1d,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.modules.rope.rope_1d,models.common.modules.lazy_weight,internal_models_namespace,2,1,LazyWeight|resolve_lazy_weight
