layer,source_path,line,qualname,kind,signature,decorators,export_status
models,models/common/models/executor.py,232,ModelExecutor.cluster_shape,method,(self) -> list[int],property,class_member
models,models/common/models/executor.py,236,ModelExecutor.paged_kv_cache_config,method,(self) -> PagedKVCacheConfig,property,class_member
models,models/common/models/executor.py,240,ModelExecutor.terminal,method,(self) -> bool,property,class_member
models,models/common/models/executor.py,244,ModelExecutor.already_warmed_up_prefill,method,(self) -> bool,property,class_member
models,models/common/models/executor.py,248,ModelExecutor.already_warmed_up_prefill,method,"(self, value: bool) -> None",already_warmed_up_prefill.setter,class_member
models,models/common/models/executor.py,255,ModelExecutor.configure_paged_kv_cache,method,"(self, config: PagedKVCacheConfig) -> None",,class_member
models,models/common/models/executor.py,277,ModelExecutor.allocate_kv_cache,method,"(self, kv_cache_shape: tuple[int, ...] | None=None, dtype: torch.dtype | None=None, num_layers: int | None=None) -> list[list[Any]]",,class_member
models,models/common/models/executor.py,317,ModelExecutor.compile_prefill,method,"(self, *, tokens: torch.Tensor, page_table: torch.Tensor, prompt_lens: torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None, kv_cache: Any=None, sampling_params: Any=None, prompt_tokens: Any=None, output_tokens: Any=None, slot_remap: Any=None, execution: EagerExecutor | TracedExecutor | None=None) -> None",,class_member
models,models/common/models/executor.py,353,ModelExecutor.compile_decode,method,"(self, *, tokens: torch.Tensor, start_pos: torch.Tensor, page_table: torch.Tensor, kv_cache: Any=None, sampling_params: Any=None, prompt_tokens: Any=None, output_tokens: Any=None, slot_remap: Any=None, reset_batch: bool=False, execution: EagerExecutor | TracedExecutor | None=None) -> None",,class_member
models,models/common/models/executor.py,387,ModelExecutor.prefill_forward,method,"(self, tokens: torch.Tensor, page_table: torch.Tensor, *, prompt_lens: torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None, kv_cache: Any=None, sampling_params: Any=None, prompt_tokens: Any=None, output_tokens: Any=None, slot_remap: Any=None, execution: EagerExecutor | TracedExecutor | None=None) -> Any",,class_member
models,models/common/models/executor.py,423,ModelExecutor.decode_forward,method,"(self, tokens: torch.Tensor, start_pos: torch.Tensor, page_table: torch.Tensor, *, kv_cache: Any=None, sampling_params: Any=None, prompt_tokens: Any=None, output_tokens: Any=None, slot_remap: Any=None, reset_batch: bool=False, read_from_device: bool=True, execution: EagerExecutor | TracedExecutor | None=None) -> Any",,class_member
models,models/common/models/executor.py,459,ModelExecutor.can_trace_prefill,method,"(self, *, tokens: torch.Tensor, prompt_lens: torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None) -> bool",,class_member
models,models/common/models/executor.py,477,ModelExecutor.read_decode_output,method,"(self, tt_out: Any, *, async_read: bool=False) -> Any",,class_member
models,models/common/models/executor.py,481,ModelExecutor.process_decode_output_host,method,"(self, tt_out: Any, *, is_tokens: bool=False) -> tuple[Any, Any]",,class_member
models,models/common/models/executor.py,485,ModelExecutor.warmup_model_prefill,method,"(self, *, kv_cache: Any, can_sample_on_device: bool, enable_trace: bool) -> None",,class_member
models,models/common/models/executor.py,512,ModelExecutor.warmup_model_decode,method,"(self, *, kv_cache: Any, max_batch_size: int, num_blocks: int, can_sample_on_device: bool, enable_trace: bool) -> None",,class_member
models,models/common/models/executor.py,530,ModelExecutor.cleanup,method,(self) -> None,,class_member
models,models/common/models/llama32_1b/__init__.py,14,LLAMA32_1B_ACCURACY,explicit_export,re-export of models.common.models.llama32_1b.model.LLAMA32_1B_ACCURACY,,explicit
models,models/common/models/llama32_1b/__init__.py,14,LLAMA32_1B_PERFORMANCE,explicit_export,re-export of models.common.models.llama32_1b.model.LLAMA32_1B_PERFORMANCE,,explicit
models,models/common/models/llama32_1b/__init__.py,14,Llama32_1BExecutor,explicit_export,re-export of models.common.models.llama32_1b.executor.Llama32_1BExecutor,,explicit
models,models/common/models/llama32_1b/__init__.py,14,Llama32_1BExecutorConfig,explicit_export,re-export of models.common.models.llama32_1b.executor.Llama32_1BExecutorConfig,,explicit
models,models/common/models/llama32_1b/__init__.py,14,Llama32_1BForCausalLM,explicit_export,re-export of models.common.models.llama32_1b.hf_adaptor.Llama32_1BForCausalLM,,explicit
models,models/common/models/llama32_1b/__init__.py,14,Llama32_1BPrecisionConfig,explicit_export,re-export of models.common.models.llama32_1b.model.Llama32_1BPrecisionConfig,,explicit
models,models/common/models/llama32_1b/__init__.py,14,Llama32_1BRuntimeConfig,explicit_export,re-export of models.common.models.llama32_1b.hf_adaptor.Llama32_1BRuntimeConfig,,explicit
models,models/common/models/llama32_1b/__init__.py,14,Llama32_1BTransformer1D,explicit_export,re-export of models.common.models.llama32_1b.model.Llama32_1BTransformer1D,,explicit
models,models/common/models/llama32_1b/__init__.py,14,Llama32_1BTransformer1DConfig,explicit_export,re-export of models.common.models.llama32_1b.model.Llama32_1BTransformer1DConfig,,explicit
models,models/common/models/llama32_1b/executor.py,10,build_llama32_1b_executor,function,"(llm: Llama32_1BForCausalLM, config: Llama32_1BExecutorConfig) -> Llama32_1BExecutor",,candidate_no___all__
models,models/common/models/llama32_1b/generator.py,26,Llama32_1BGeneratorConfig,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/llama32_1b/generator.py,59,Llama32_1BGenerator,class,(),,candidate_no___all__
models,models/common/models/llama32_1b/generator.py,81,Llama32_1BGenerator.__init__,method,"(self, target: Any, adapter: VLLMAdapter)",,class_member
models,models/common/models/llama32_1b/generator.py,88,Llama32_1BGenerator.model,method,(self),property,class_member
models,models/common/models/llama32_1b/generator.py,92,Llama32_1BGenerator.model_args,method,(self),property,class_member
models,models/common/models/llama32_1b/generator.py,96,Llama32_1BGenerator.mesh_device,method,(self),property,class_member
models,models/common/models/llama32_1b/generator.py,100,Llama32_1BGenerator.cache_path,method,(self),property,class_member
models,models/common/models/llama32_1b/generator.py,104,Llama32_1BGenerator.already_warmed_up_prefill,method,(self),property,class_member
models,models/common/models/llama32_1b/generator.py,108,Llama32_1BGenerator.already_warmed_up_prefill,method,"(self, value)",already_warmed_up_prefill.setter,class_member
models,models/common/models/llama32_1b/generator.py,112,Llama32_1BGenerator.get_max_tokens_all_users,method,"(cls, model_name: str='', num_devices: int=1, tt_data_parallel: int=1, max_model_len: int=0, max_num_seqs: int=1) -> int",classmethod,class_member
models,models/common/models/llama32_1b/generator.py,125,Llama32_1BGenerator.initialize_vllm_model,method,"(cls, hf_config, mesh_device, max_batch_size, max_seq_len, n_layers=None, tt_data_parallel=1, optimizations='performance', trace_mode: TraceMode='all', device_sampling_enabled: bool=True)",classmethod,class_member
models,models/common/models/llama32_1b/generator.py,156,Llama32_1BGenerator.allocate_kv_cache,method,"(self, kv_cache_shape=None, dtype=None, num_layers=None)",,class_member
models,models/common/models/llama32_1b/generator.py,169,Llama32_1BGenerator.compile_prefill,method,"(self, tokens: torch.Tensor, page_table: torch.Tensor, *, enable_trace: bool, prompt_lens: Sequence[int] | torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None, kv_cache: Any=None, sampling_params: Any=None) -> None",,class_member
models,models/common/models/llama32_1b/generator.py,196,Llama32_1BGenerator.compile_decode,method,"(self, tokens: torch.Tensor, start_pos: torch.Tensor, page_table: torch.Tensor, *, enable_trace: bool, kv_cache: Any=None, sampling_params: Any=None, reset_batch: bool=False) -> None",,class_member
models,models/common/models/llama32_1b/generator.py,221,Llama32_1BGenerator.prefill_forward,method,"(self, tokens: torch.Tensor, page_table: torch.Tensor, *, enable_trace: bool, prompt_lens: Sequence[int] | torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None, kv_cache: Any=None, sampling_params: Any=None, **compatibility_kwargs: Any) -> Any",,class_member
models,models/common/models/llama32_1b/generator.py,250,Llama32_1BGenerator.decode_forward,method,"(self, tokens: torch.Tensor, start_pos: torch.Tensor, page_table: torch.Tensor, *, enable_trace: bool, kv_cache: Any=None, sampling_params: Any=None, reset_batch: bool=False, read_from_device: bool=True, **compatibility_kwargs: Any) -> Any",,class_member
models,models/common/models/llama32_1b/generator.py,282,Llama32_1BGenerator.read_decode_output,method,"(self, tt_out: Any, *, async_read: bool=False) -> Any",,class_member
models,models/common/models/llama32_1b/generator.py,292,Llama32_1BGenerator.process_decode_output_host,method,"(self, tt_out: Any, *, is_tokens: bool=False) -> tuple[Any, Any]",,class_member
models,models/common/models/llama32_1b/generator.py,302,Llama32_1BGenerator.warmup_model_prefill,method,"(self, *, kv_cache: Any, can_sample_on_device: bool, enable_trace: bool) -> None",,class_member
models,models/common/models/llama32_1b/generator.py,315,Llama32_1BGenerator.warmup_model_decode,method,"(self, *, kv_cache: Any, max_batch_size: int, num_blocks: int, can_sample_on_device: bool, enable_trace: bool) -> None",,class_member
models,models/common/models/llama32_1b/generator.py,332,Llama32_1BGenerator.cleanup,method,(self),,class_member
models,models/common/models/llama32_1b/generator.py,358,build_llama32_1b_generator,function,(config: Llama32_1BGeneratorConfig) -> Llama32_1BGenerator,,candidate_no___all__
models,models/common/models/llama32_1b/hf_adaptor.py,30,DEFAULT_HF_MODEL,constant_or_value, = 'meta-llama/Llama-3.2-1B-Instruct',,candidate_no___all__
models,models/common/models/llama32_1b/hf_adaptor.py,34,Llama32_1BGenerationConfig,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/llama32_1b/hf_adaptor.py,43,Llama32_1BRuntimeConfig,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/llama32_1b/hf_adaptor.py,55,Llama32_1BRuntimeConfig.can_enable_trace,method,"(self, prefill_seq_len: int, num_cached_tokens: int=0) -> bool",,class_member
models,models/common/models/llama32_1b/hf_adaptor.py,75,encode_prompt,function,"(tokenizer, prompt_text, system_prompt_text=None, *, instruct=True)",,candidate_no___all__
models,models/common/models/llama32_1b/hf_adaptor.py,93,Llama32_1BForCausalLM,class,(),dataclass,candidate_no___all__
models,models/common/models/llama32_1b/hf_adaptor.py,113,Llama32_1BForCausalLM.model_name,method,(self),property,class_member
models,models/common/models/llama32_1b/hf_adaptor.py,117,Llama32_1BForCausalLM.model_cache_path,method,(self),property,class_member
models,models/common/models/llama32_1b/hf_adaptor.py,121,Llama32_1BForCausalLM.max_seq_len,method,(self),property,class_member
models,models/common/models/llama32_1b/hf_adaptor.py,125,Llama32_1BForCausalLM.max_context_len,method,(self),property,class_member
models,models/common/models/llama32_1b/hf_adaptor.py,128,Llama32_1BForCausalLM.encode_prompt,method,"(self, prompt_text, system_prompt_text=None, instruct=None)",,class_member
models,models/common/models/llama32_1b/hf_adaptor.py,136,Llama32_1BForCausalLM.encode_chat,method,"(self, messages)",,class_member
models,models/common/models/llama32_1b/hf_adaptor.py,140,load_tokenizer,function,(hf_model: str),,candidate_no___all__
models,models/common/models/llama32_1b/hf_adaptor.py,166,convert_hf_model_weights,function,"(hf, hf_config, *, n_layers: int, num_devices: int, rope_table_len: int, head_dim: int) -> Llama32_1BWeights",,candidate_no___all__
models,models/common/models/llama32_1b/hf_adaptor.py,207,from_pretrained,function,"(mesh_device, *, hf_model: str=DEFAULT_HF_MODEL, instruct: bool=True, max_batch_size: int=32, max_seq_len: int=4096, optimizations: str | Llama32_1BPrecisionConfig='accuracy', n_layers: int | None=None, dtype=ttnn.bfloat8_b, paged_attention_config: Llama32_1BPagedAttentionConfig | None=None, cache_dir: Path | str | None=None) -> Llama32_1BForCausalLM",,candidate_no___all__
models,models/common/models/llama32_1b/model.py,70,TransformerBlock1DConfig,class,(),dataclass,explicit
models,models/common/models/llama32_1b/model.py,81,TransformerBlock1D,class,(LightweightModule),,explicit
models,models/common/models/llama32_1b/model.py,82,TransformerBlock1D.__init__,method,"(self, attention_norm: RMSNorm1D, attention: Attention1D, ff_norm: RMSNorm1D, feed_forward: MLP1D, decode_residual_memcfg: ttnn.MemoryConfig | None=None, prefill_residual_memcfg: ttnn.MemoryConfig | None=None, activation_dtype: ttnn.DataType | None=None)",,class_member
models,models/common/models/llama32_1b/model.py,102,TransformerBlock1D.from_config,method,"(cls, config: TransformerBlock1DConfig) -> TransformerBlock1D",classmethod,class_member
models,models/common/models/llama32_1b/model.py,113,TransformerBlock1D.decode_forward,method,"(self, x: ttnn.Tensor, current_pos, rot_mats, page_table) -> ttnn.Tensor",,class_member
models,models/common/models/llama32_1b/model.py,141,TransformerBlock1D.prefill_forward,method,"(self, x: ttnn.Tensor, rot_mats, user_id, page_table, chunk_page_table, chunk_start_idx, batch_size: int=1, chunk_start_idx_tensor: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/llama32_1b/model.py,188,TransformerBlock1D.forward,method,"(self, x, current_pos=None, rot_mats=None, user_id=0, mode='decode', page_table=None, chunk_page_table=None, chunk_start_idx=None, batch_size: int=1)",,class_member
models,models/common/models/llama32_1b/model.py,257,Llama32_1BPrecisionConfig,class,(),dataclass(frozen=True),explicit
models,models/common/models/llama32_1b/model.py,283,LLAMA32_1B_ACCURACY,constant_or_value, = Llama32_1BPrecisionConfig(),,explicit
models,models/common/models/llama32_1b/model.py,287,LLAMA32_1B_PERFORMANCE,constant_or_value," = Llama32_1BPrecisionConfig(mlp_w1_w3_dtype=ttnn.bfloat4_b, mlp_ff1_3_compute_kernel_cfg=_LOFI_COMPUTE_KERNEL_CFG)",,explicit
models,models/common/models/llama32_1b/model.py,294,Llama32_1BPagedAttentionConfig,class,(),dataclass,explicit
models,models/common/models/llama32_1b/model.py,302,Llama32_1BTransformer1DConfig,class,(),dataclass,explicit
models,models/common/models/llama32_1b/model.py,326,Llama32_1BModelParameters,class,(),dataclass(frozen=True),explicit
models,models/common/models/llama32_1b/model.py,341,Llama32_1BLayerWeights,class,(),dataclass(frozen=True),explicit
models,models/common/models/llama32_1b/model.py,354,Llama32_1BWeights,class,(),dataclass(frozen=True),explicit
models,models/common/models/llama32_1b/model.py,662,build_llama32_1b_transformer_1d_config,function,"(*, mesh_device: ttnn.MeshDevice, params: Llama32_1BModelParameters, weights: Llama32_1BWeights, n_layers: int, precision: Llama32_1BPrecisionConfig, cache_path: Path, paged_attention_config: Llama32_1BPagedAttentionConfig) -> Llama32_1BTransformer1DConfig",,explicit
models,models/common/models/llama32_1b/model.py,772,Llama32_1BTransformer1D,class,(LightweightModule),,explicit
models,models/common/models/llama32_1b/model.py,781,Llama32_1BTransformer1D.__init__,method,"(self, config: Llama32_1BTransformer1DConfig)",,class_member
models,models/common/models/llama32_1b/model.py,810,Llama32_1BTransformer1D.iter_executor_named_modules,method,(self),,class_member
models,models/common/models/llama32_1b/model.py,827,Llama32_1BTransformer1D.configure_paged_attention,method,"(self, *, block_size: int, max_num_blocks: int) -> None",,class_member
models,models/common/models/llama32_1b/model.py,843,Llama32_1BTransformer1D.set_kv_cache,method,"(self, kv_cache: list | None) -> None",,class_member
models,models/common/models/llama32_1b/model.py,870,Llama32_1BTransformer1D.decode_forward,method,"(self, x_embed: ttnn.Tensor, current_pos: ttnn.Tensor, rot_mats: tuple[ttnn.Tensor, ttnn.Tensor], page_table: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/llama32_1b/model.py,887,Llama32_1BTransformer1D.prefill_forward,method,"(self, x_embed: ttnn.Tensor, rot_mats: tuple[ttnn.Tensor, ttnn.Tensor], user_id: int=0, page_table: ttnn.Tensor | None=None, chunk_page_table: ttnn.Tensor | None=None, chunk_start_idx: int | None=None, get_last_token: int=-1, batch_size: int=1, chunk_start_idx_tensor: ttnn.Tensor | None=None, last_token_slice: tuple[ttnn.Tensor, ttnn.Tensor] | None=None, last_token_index: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/llama32_1b/model.py,959,Llama32_1BTransformer1D.post_process_prefill_output,method,"(self, hidden_states: ttnn.Tensor, last_token_idx: int, last_token_slice: tuple[ttnn.Tensor, ttnn.Tensor] | None=None, last_token_index: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
