layer,source_path,line,qualname,kind,signature,decorators,export_status
llm_runtime,models/common/llm_runtime/warmup.py,305,WarmupCoordinator.already_warmed_up_prefill,method,(self) -> bool,property,class_member
llm_runtime,models/common/llm_runtime/warmup.py,317,WarmupCoordinator.coverage_manifest,method,(self) -> CoverageManifest | None,property,class_member
llm_runtime,models/common/llm_runtime/warmup.py,323,WarmupCoordinator.capture_pending,method,(self) -> bool,property,class_member
llm_runtime,models/common/llm_runtime/warmup.py,329,WarmupCoordinator.trace_activated,method,(self) -> bool,property,class_member
llm_runtime,models/common/llm_runtime/warmup.py,335,WarmupCoordinator.defer_capture,method,(self) -> Iterator['WarmupCoordinator'],contextmanager,class_member
llm_runtime,models/common/llm_runtime/warmup.py,350,WarmupCoordinator.activate_pending_capture,method,(self) -> None,,class_member
llm_runtime,models/common/llm_runtime/warmup.py,361,WarmupCoordinator.configure_page_table_layout,method,"(self, layout: PageTableLayout) -> None",,class_member
llm_runtime,models/common/llm_runtime/warmup.py,368,WarmupCoordinator.seal_configuration,method,(self) -> None,,class_member
llm_runtime,models/common/llm_runtime/warmup.py,373,WarmupCoordinator.warmup_prefill,method,"(self, *, kv_cache: Any, can_sample_on_device: bool, enable_trace: bool) -> None",,class_member
llm_runtime,models/common/llm_runtime/warmup.py,443,WarmupCoordinator.warmup_decode,method,"(self, *, kv_cache: Any, max_batch_size: int, num_blocks: int, can_sample_on_device: bool, enable_trace: bool) -> None",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/__init__.py,25,DEEPSEEK_R1_14B_ACCURACY,explicit_export,re-export of models.common.models.deepseek_r1_distill_qwen_14b.model.DEEPSEEK_R1_14B_ACCURACY,,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/__init__.py,25,DEEPSEEK_R1_14B_PERFORMANCE,explicit_export,re-export of models.common.models.deepseek_r1_distill_qwen_14b.model.DEEPSEEK_R1_14B_PERFORMANCE,,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/__init__.py,25,DeepSeekR1Qwen14B,explicit_export,re-export of models.common.models.deepseek_r1_distill_qwen_14b.model.DeepSeekR1Qwen14B,,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/__init__.py,25,DeepSeekR1Qwen14BExecutor,explicit_export,re-export of models.common.models.deepseek_r1_distill_qwen_14b.executor.DeepSeekR1Qwen14BExecutor,,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/__init__.py,25,DeepSeekR1Qwen14BExecutorConfig,explicit_export,re-export of models.common.models.deepseek_r1_distill_qwen_14b.executor.DeepSeekR1Qwen14BExecutorConfig,,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/__init__.py,25,DeepSeekR1Qwen14BForCausalLM,explicit_export,re-export of models.common.models.deepseek_r1_distill_qwen_14b.hf_adaptor.DeepSeekR1Qwen14BForCausalLM,,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/__init__.py,25,DeepSeekR1Qwen14BGenerator,explicit_export,re-export of models.common.models.deepseek_r1_distill_qwen_14b.generator.DeepSeekR1Qwen14BGenerator,,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/__init__.py,25,DeepSeekR1Qwen14BGeneratorConfig,explicit_export,re-export of models.common.models.deepseek_r1_distill_qwen_14b.generator.DeepSeekR1Qwen14BGeneratorConfig,,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/__init__.py,25,DeepSeekR1Qwen14BPagedAttentionConfig,explicit_export,re-export of models.common.models.deepseek_r1_distill_qwen_14b.model.DeepSeekR1Qwen14BPagedAttentionConfig,,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/__init__.py,25,DeepSeekR1Qwen14BPrecisionConfig,explicit_export,re-export of models.common.models.deepseek_r1_distill_qwen_14b.model.DeepSeekR1Qwen14BPrecisionConfig,,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/__init__.py,25,DeepSeekR1Qwen14BRuntimeConfig,explicit_export,re-export of models.common.models.deepseek_r1_distill_qwen_14b.hf_adaptor.DeepSeekR1Qwen14BRuntimeConfig,,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/__init__.py,25,DeepSeekR1Qwen14BTransformerConfig,explicit_export,re-export of models.common.models.deepseek_r1_distill_qwen_14b.model.DeepSeekR1Qwen14BTransformerConfig,,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,30,DeepSeekR1Qwen14BExecutorConfig,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,51,DeepSeekR1Qwen14BExecutor,class,(),,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,68,DeepSeekR1Qwen14BExecutor.__init__,method,"(self, model: Any, runtime_config: Any, config: DeepSeekR1Qwen14BExecutorConfig) -> None",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,172,DeepSeekR1Qwen14BExecutor.model_config,method,(self),property,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,176,DeepSeekR1Qwen14BExecutor.cluster_shape,method,(self) -> list[int],property,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,180,DeepSeekR1Qwen14BExecutor.paged_kv_cache_config,method,(self) -> PagedKVCacheConfig,property,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,184,DeepSeekR1Qwen14BExecutor.terminal,method,(self) -> bool,property,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,188,DeepSeekR1Qwen14BExecutor.already_warmed_up_prefill,method,(self) -> bool,property,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,192,DeepSeekR1Qwen14BExecutor.already_warmed_up_prefill,method,"(self, value: bool) -> None",already_warmed_up_prefill.setter,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,199,DeepSeekR1Qwen14BExecutor.configure_paged_kv_cache,method,"(self, config: PagedKVCacheConfig) -> None",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,221,DeepSeekR1Qwen14BExecutor.allocate_kv_cache,method,"(self, kv_cache_shape: tuple[int, ...] | None=None, dtype: torch.dtype | None=None, num_layers: int | None=None) -> list[list[Any]]",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,261,DeepSeekR1Qwen14BExecutor.compile_prefill,method,"(self, *, tokens: torch.Tensor, page_table: torch.Tensor, prompt_lens: torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None, kv_cache: Any=None, sampling_params: Any=None, execution: EagerExecutor | TracedExecutor | None=None) -> None",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,287,DeepSeekR1Qwen14BExecutor.compile_decode,method,"(self, *, tokens: torch.Tensor, start_pos: torch.Tensor, page_table: torch.Tensor, kv_cache: Any=None, sampling_params: Any=None, reset_batch: bool=False, execution: EagerExecutor | TracedExecutor | None=None) -> None",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,311,DeepSeekR1Qwen14BExecutor.prefill_forward,method,"(self, tokens: torch.Tensor, page_table: torch.Tensor, *, prompt_lens: torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None, kv_cache: Any=None, sampling_params: Any=None, execution: EagerExecutor | TracedExecutor | None=None) -> Any",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,337,DeepSeekR1Qwen14BExecutor.decode_forward,method,"(self, tokens: torch.Tensor, start_pos: torch.Tensor, page_table: torch.Tensor, *, kv_cache: Any=None, sampling_params: Any=None, reset_batch: bool=False, read_from_device: bool=True, execution: EagerExecutor | TracedExecutor | None=None) -> Any",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,363,DeepSeekR1Qwen14BExecutor.can_trace_prefill,method,"(self, *, tokens: torch.Tensor, prompt_lens: torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None) -> bool",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,381,DeepSeekR1Qwen14BExecutor.read_decode_output,method,"(self, tt_out: Any, *, async_read: bool=False) -> Any",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,385,DeepSeekR1Qwen14BExecutor.process_decode_output_host,method,"(self, tt_out: Any, *, is_tokens: bool=False) -> tuple[Any, Any]",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,389,DeepSeekR1Qwen14BExecutor.warmup_model_prefill,method,"(self, *, kv_cache: Any, can_sample_on_device: bool, enable_trace: bool) -> None",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,415,DeepSeekR1Qwen14BExecutor.warmup_model_decode,method,"(self, *, kv_cache: Any, max_batch_size: int, num_blocks: int, can_sample_on_device: bool, enable_trace: bool) -> None",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,433,DeepSeekR1Qwen14BExecutor.cleanup,method,(self) -> None,,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/executor.py,600,build_deepseek_r1_distill_qwen_14b_executor,function,"(llm: DeepSeekR1Qwen14BForCausalLM, config: DeepSeekR1Qwen14BExecutorConfig) -> DeepSeekR1Qwen14BExecutor",,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,29,DeepSeekR1Qwen14BGeneratorConfig,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,63,DeepSeekR1Qwen14BGenerator,class,(),,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,85,DeepSeekR1Qwen14BGenerator.__init__,method,"(self, target: Any, adapter: VLLMAdapter)",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,92,DeepSeekR1Qwen14BGenerator.model,method,(self),property,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,96,DeepSeekR1Qwen14BGenerator.model_args,method,(self),property,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,100,DeepSeekR1Qwen14BGenerator.mesh_device,method,(self),property,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,104,DeepSeekR1Qwen14BGenerator.cache_path,method,(self),property,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,108,DeepSeekR1Qwen14BGenerator.already_warmed_up_prefill,method,(self),property,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,112,DeepSeekR1Qwen14BGenerator.already_warmed_up_prefill,method,"(self, value)",already_warmed_up_prefill.setter,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,116,DeepSeekR1Qwen14BGenerator.get_max_tokens_all_users,method,"(cls, model_name: str='', num_devices: int=1, tt_data_parallel: int=1, max_model_len: int=0, max_num_seqs: int=1) -> int",classmethod,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,129,DeepSeekR1Qwen14BGenerator.initialize_vllm_model,method,"(cls, hf_config, mesh_device, max_batch_size, max_seq_len, n_layers=None, tt_data_parallel=1, optimizations='performance', trace_mode: TraceMode='all', hf_revision: str | None=DEFAULT_HF_REVISION, device_sampling_enabled: bool=True)",classmethod,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,162,DeepSeekR1Qwen14BGenerator.allocate_kv_cache,method,"(self, kv_cache_shape=None, dtype=None, num_layers=None)",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,175,DeepSeekR1Qwen14BGenerator.compile_prefill,method,"(self, tokens: torch.Tensor, page_table: torch.Tensor, *, enable_trace: bool, prompt_lens: Sequence[int] | torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None, kv_cache: Any=None, sampling_params: Any=None) -> None",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,202,DeepSeekR1Qwen14BGenerator.compile_decode,method,"(self, tokens: torch.Tensor, start_pos: torch.Tensor, page_table: torch.Tensor, *, enable_trace: bool, kv_cache: Any=None, sampling_params: Any=None, reset_batch: bool=False) -> None",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,227,DeepSeekR1Qwen14BGenerator.prefill_forward,method,"(self, tokens: torch.Tensor, page_table: torch.Tensor, *, enable_trace: bool, prompt_lens: Sequence[int] | torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None, kv_cache: Any=None, sampling_params: Any=None, **compatibility_kwargs: Any) -> Any",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,256,DeepSeekR1Qwen14BGenerator.decode_forward,method,"(self, tokens: torch.Tensor, start_pos: torch.Tensor, page_table: torch.Tensor, *, enable_trace: bool, kv_cache: Any=None, sampling_params: Any=None, reset_batch: bool=False, read_from_device: bool=True, **compatibility_kwargs: Any) -> Any",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,288,DeepSeekR1Qwen14BGenerator.read_decode_output,method,"(self, tt_out: Any, *, async_read: bool=False) -> Any",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,298,DeepSeekR1Qwen14BGenerator.process_decode_output_host,method,"(self, tt_out: Any, *, is_tokens: bool=False) -> tuple[Any, Any]",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,308,DeepSeekR1Qwen14BGenerator.warmup_model_prefill,method,"(self, *, kv_cache: Any, can_sample_on_device: bool, enable_trace: bool) -> None",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,321,DeepSeekR1Qwen14BGenerator.warmup_model_decode,method,"(self, *, kv_cache: Any, max_batch_size: int, num_blocks: int, can_sample_on_device: bool, enable_trace: bool) -> None",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,338,DeepSeekR1Qwen14BGenerator.cleanup,method,(self),,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/generator.py,364,build_deepseek_r1_distill_qwen_14b_generator,function,(config: DeepSeekR1Qwen14BGeneratorConfig) -> DeepSeekR1Qwen14BGenerator,,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/hf_adaptor.py,31,DEFAULT_HF_MODEL,constant_or_value, = 'deepseek-ai/DeepSeek-R1-Distill-Qwen-14B',,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/hf_adaptor.py,32,DEFAULT_HF_REVISION,constant_or_value, = '1df8507178afcc1bef68cd8c393f61a886323761',,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/hf_adaptor.py,36,DeepSeekR1Qwen14BGenerationConfig,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/hf_adaptor.py,45,DeepSeekR1Qwen14BRuntimeConfig,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/hf_adaptor.py,57,DeepSeekR1Qwen14BRuntimeConfig.can_enable_trace,method,"(self, prefill_seq_len: int, num_cached_tokens: int=0) -> bool",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/hf_adaptor.py,77,encode_prompt,function,"(tokenizer, prompt_text, system_prompt_text=None, *, instruct=True)",,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/hf_adaptor.py,95,DeepSeekR1Qwen14BForCausalLM,class,(),dataclass,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/hf_adaptor.py,115,DeepSeekR1Qwen14BForCausalLM.model_name,method,(self),property,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/hf_adaptor.py,119,DeepSeekR1Qwen14BForCausalLM.model_cache_path,method,(self),property,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/hf_adaptor.py,123,DeepSeekR1Qwen14BForCausalLM.max_seq_len,method,(self),property,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/hf_adaptor.py,127,DeepSeekR1Qwen14BForCausalLM.max_context_len,method,(self),property,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/hf_adaptor.py,130,DeepSeekR1Qwen14BForCausalLM.encode_prompt,method,"(self, prompt_text, system_prompt_text=None, instruct=None)",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/hf_adaptor.py,138,DeepSeekR1Qwen14BForCausalLM.encode_chat,method,"(self, messages)",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/hf_adaptor.py,142,load_tokenizer,function,"(hf_model: str, hf_revision: str | None=None)",,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/hf_adaptor.py,198,convert_hf_model_weights,function,"(hf, hf_config, *, n_layers: int, num_devices: int, rope_table_len: int, head_dim: int) -> DeepSeekR1Qwen14BWeights",,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/hf_adaptor.py,251,from_pretrained,function,"(mesh_device, *, hf_model: str=DEFAULT_HF_MODEL, hf_revision: str | None=DEFAULT_HF_REVISION, instruct: bool=True, max_batch_size: int=32, max_seq_len: int=4096, optimizations: str | DeepSeekR1Qwen14BPrecisionConfig='accuracy', n_layers: int | None=None, dtype=ttnn.bfloat8_b, paged_attention_config: DeepSeekR1Qwen14BPagedAttentionConfig | None=None, cache_dir: Path | str | None=None) -> DeepSeekR1Qwen14BForCausalLM",,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,57,DeepSeekR1Qwen14BPagedAttentionConfig,class,(),dataclass,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,65,DeepSeekR1Qwen14BTransformerConfig,class,(),dataclass,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,89,DeepSeekR1Qwen14BModelParameters,class,(),dataclass(frozen=True),explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,102,DeepSeekR1Qwen14BLayerWeights,class,(),dataclass(frozen=True),explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,114,DeepSeekR1Qwen14BWeights,class,(),dataclass(frozen=True),explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,152,DeepSeekR1Qwen14BPrecisionConfig,class,(),dataclass(frozen=True),explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,195,DEEPSEEK_R1_14B_ACCURACY,constant_or_value, = DeepSeekR1Qwen14BPrecisionConfig(),,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,200,DEEPSEEK_R1_14B_PERFORMANCE,constant_or_value," = DeepSeekR1Qwen14BPrecisionConfig(wqkv_dtype=ttnn.bfloat8_b, wo_dtype=ttnn.bfloat8_b, kv_cache_dtype=ttnn.bfloat8_b, mlp_w1_w3_dtype=ttnn.bfloat4_b, mlp_ff1_3_compute_kernel_cfg=_LOFI_COMPUTE_KERNEL_CFG, attn_li_qkv_kernel_cfg=None, attn_...",,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,330,DeepSeekR1Qwen14BDecoderLayerConfig,class,(),dataclass,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,569,build_deepseek_r1_distill_qwen_14b_transformer_config,function,"(*, mesh_device: ttnn.MeshDevice, params: DeepSeekR1Qwen14BModelParameters, weights: DeepSeekR1Qwen14BWeights, n_layers: int, precision: DeepSeekR1Qwen14BPrecisionConfig, cache_path: Path, paged_attention_config: DeepSeekR1Qwen14BPagedAttentionConfig) -> DeepSeekR1Qwen14BTransformerConfig",,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,668,DeepSeekR1Qwen14BDecoderLayer,class,(LightweightModule),,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,669,DeepSeekR1Qwen14BDecoderLayer.__init__,method,"(self, *, input_layernorm: RMSNorm1D, self_attn: Attention1D, post_attention_layernorm: RMSNorm1D, mlp: MLP1D)",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,688,DeepSeekR1Qwen14BDecoderLayer.from_config,method,"(cls, config: DeepSeekR1Qwen14BDecoderLayerConfig) -> DeepSeekR1Qwen14BDecoderLayer",classmethod,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,696,DeepSeekR1Qwen14BDecoderLayer.prefill_forward,method,"(self, x: ttnn.Tensor, rot_mats: tuple[ttnn.Tensor, ttnn.Tensor], *, user_id: int=0, page_table: ttnn.Tensor | None=None, chunk_page_table: ttnn.Tensor | None=None, chunk_start_idx: int | None=None, batch_size: int=1, chunk_start_idx_tensor: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,731,DeepSeekR1Qwen14BDecoderLayer.decode_forward,method,"(self, x: ttnn.Tensor, current_pos: ttnn.Tensor, rot_mats: tuple[ttnn.Tensor, ttnn.Tensor], page_table: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,752,DeepSeekR1Qwen14B,class,(LightweightModule),,explicit
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,762,DeepSeekR1Qwen14B.__init__,method,"(self, config: DeepSeekR1Qwen14BTransformerConfig)",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,789,DeepSeekR1Qwen14B.n_kv_heads,method,(self) -> int,property,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,792,DeepSeekR1Qwen14B.iter_executor_named_modules,method,(self),,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,809,DeepSeekR1Qwen14B.configure_paged_attention,method,"(self, *, block_size: int, max_num_blocks: int) -> None",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,827,DeepSeekR1Qwen14B.set_kv_cache,method,"(self, kv_cache: list | None) -> None",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,850,DeepSeekR1Qwen14B.prepare_prefill_rot_mats,method,"(self, position_indices: ttnn.Tensor) -> tuple[ttnn.Tensor, ttnn.Tensor]",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,867,DeepSeekR1Qwen14B.embed_decode,method,"(self, tokens: ttnn.Tensor) -> ttnn.Tensor",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,872,DeepSeekR1Qwen14B.embed_prefill,method,"(self, tokens: ttnn.Tensor) -> ttnn.Tensor",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,876,DeepSeekR1Qwen14B.prefill_forward,method,"(self, x_embed: ttnn.Tensor, rot_mats: tuple[ttnn.Tensor, ttnn.Tensor], user_id: int=0, page_table: ttnn.Tensor | None=None, chunk_page_table: ttnn.Tensor | None=None, chunk_start_idx: int | None=None, get_last_token: int=-1, batch_size: int=1, chunk_start_idx_tensor: ttnn.Tensor | None=None, last_token_slice: tuple[ttnn.Tensor, ttnn.Tensor] | None=None, last_token_index: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,935,DeepSeekR1Qwen14B.post_process_prefill_output,method,"(self, hidden_states: ttnn.Tensor, last_token_idx: int, last_token_slice: tuple[ttnn.Tensor, ttnn.Tensor] | None=None, last_token_index: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,973,DeepSeekR1Qwen14B.post_process_batched_prefill_output,method,"(self, hidden_states: ttnn.Tensor, last_token_idx_list: list[int], padded_batch: int, prefill_seq_len: int, last_token_slice: tuple[ttnn.Tensor, ttnn.Tensor] | None=None, last_token_index: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,1010,DeepSeekR1Qwen14B.decode_forward,method,"(self, x_embed: ttnn.Tensor, current_pos: ttnn.Tensor, rot_mats: tuple[ttnn.Tensor, ttnn.Tensor], page_table: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,1024,DeepSeekR1Qwen14B.gather_and_untilize_logits,method,"(self, logits: ttnn.Tensor) -> ttnn.Tensor",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,1041,DeepSeekR1Qwen14B.increment_positions,method,"(self, current_pos: ttnn.Tensor, rot_mat_idxs: ttnn.Tensor) -> None",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,1045,DeepSeekR1Qwen14B.prefill_from_token_ids,method,"(self, token_ids_tt: ttnn.Tensor, *, start_pos: int=0, user_id: int=0) -> ttnn.Tensor",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,1057,DeepSeekR1Qwen14B.decode_from_token_ids,method,"(self, token_ids_tt: ttnn.Tensor, *, current_pos: int) -> ttnn.Tensor",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/model.py,1077,DeepSeekR1Qwen14B.lm_logits,method,"(self, hidden: ttnn.Tensor) -> ttnn.Tensor",,class_member
models,models/common/models/deepseek_r1_distill_qwen_14b/weight_utils.py,25,reverse_permute,function,"(tensor: torch.Tensor, n_heads: int, dim1: int, dim2: int) -> torch.Tensor",,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/weight_utils.py,30,reverse_permute_1d,function,(tensor: torch.Tensor) -> torch.Tensor,,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/weight_utils.py,41,permute_hf_rope_to_meta_tables,function,"(cos: torch.Tensor, sin: torch.Tensor) -> tuple[torch.Tensor, torch.Tensor]",,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/weight_utils.py,55,build_rope_cos_sin_torch,function,"(rotary_emb: Any, table_len: int, head_dim: int, dtype: torch.dtype) -> tuple[torch.Tensor, torch.Tensor]",,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/weight_utils.py,67,attention_wqkv_wo_from_hf_layer,function,"(self_attn: Any, num_devices: int) -> tuple[torch.Tensor, torch.Tensor, torch.Tensor | None, torch.Tensor | None, torch.Tensor | None]",,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/weight_utils.py,131,mlp_weights_from_hf_layer,function,"(mlp: Any) -> tuple[torch.Tensor, torch.Tensor, torch.Tensor]",,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/weight_utils.py,139,rms_weight_torch,function,(layernorm: Any) -> torch.Tensor,,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/weight_utils.py,143,embed_tokens_torch,function,(embed: Any) -> torch.Tensor,,candidate_no___all__
models,models/common/models/deepseek_r1_distill_qwen_14b/weight_utils.py,148,build_lm_head_lazy_weights,function,"(mesh_device: ttnn.MeshDevice, lm_head_weight: torch.Tensor, *, dim: int, vocab_size: int, max_columns_per_device: int=8192, dtype: ttnn.DataType=ttnn.bfloat8_b, cache_dir: Path | None=None) -> tuple[list[LazyWeight], list[int], list[ttnn.MemoryConfig]]",,candidate_no___all__
models,models/common/models/executor.py,34,ModelExecutorConfig,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/executor.py,54,PrefillWarmup,constant_or_value," = Callable[..., None]",,candidate_no___all__
models,models/common/models/executor.py,57,ModelExecutor,class,(),,candidate_no___all__
models,models/common/models/executor.py,70,ModelExecutor.__init__,method,"(self, model: Any, runtime_config: Any, config: ModelExecutorConfig, *, owner_name: str='ModelExecutor', prefill_sequence_lengths: Sequence[int] | None=None, disable_batched_prefill: bool | None=None, trace_capture_prime_sequence_lengths: Sequence[int]=(), sampling_state_controller: Any=None, sampling_state: Any=None, sampling_type: type[Any]=Sampling1D, request_state_fields: Sequence[str]=(), prefill_warmup: PrefillWarmup | None=None) -> None",,class_member
models,models/common/models/executor.py,228,ModelExecutor.model_config,method,(self),property,class_member
